UTC TIME,ACP SAMPLING TIME,MINUS15VOLT,15VOLT,5VOLT,RCAL,R0,TCGND,VREF1,VREF2,VREF3
2005-01-14T09:46:57:925,2191.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:46:58:050,2191.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:46:58:175,2191.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:46:58:300,2191.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:46:58:425,2191.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:46:58:550,2192,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:46:58:675,2192.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:46:58:800,2192.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:46:58:925,2192.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:46:59:050,2192.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:46:59:175,2192.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:46:59:300,2192.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:46:59:425,2192.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:46:59:550,2193,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:46:59:675,2193.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:46:59:800,2193.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:46:59:925,2193.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:00:050,2193.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:00:175,2193.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:00:300,2193.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:00:425,2193.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:00:550,2194,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:00:675,2194.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:00:800,2194.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:00:925,2194.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:01:050,2194.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:01:175,2194.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:01:300,2194.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:01:425,2194.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:01:550,2195,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:01:675,2195.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:01:800,2195.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:01:925,2195.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:02:050,2195.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:02:175,2195.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:02:300,2195.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:02:425,2195.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:02:550,2196,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:02:675,2196.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:02:800,2196.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:02:925,2196.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:03:050,2196.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:03:175,2196.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:03:300,2196.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:03:425,2196.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:03:550,2197,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:03:675,2197.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:03:800,2197.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:03:925,2197.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:04:050,2197.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:04:175,2197.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:04:300,2197.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:04:425,2197.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:04:550,2198,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:04:675,2198.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:04:800,2198.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:04:925,2198.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:05:050,2198.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:05:175,2198.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:05:300,2198.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:05:425,2198.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:05:550,2199,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:05:675,2199.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:05:800,2199.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:05:925,2199.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:06:050,2199.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:06:175,2199.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:06:300,2199.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:06:425,2199.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:06:550,2200,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:06:675,2200.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:06:800,2200.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:06:925,2200.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:07:050,2200.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:07:175,2200.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:07:300,2200.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:07:425,2200.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:07:550,2201,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:07:675,2201.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:07:800,2201.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:07:925,2201.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:08:050,2201.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:08:175,2201.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:08:300,2201.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:08:425,2201.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:08:550,2202,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:08:675,2202.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:08:800,2202.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:08:925,2202.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:09:050,2202.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:09:175,2202.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:09:300,2202.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:09:425,2202.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:09:550,2203,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:09:675,2203.125,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:09:800,2203.25,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:09:925,2203.375,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:10:050,2203.5,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:10:175,2203.625,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:10:300,2203.75,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:10:425,2203.875,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:10:550,2204,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:10:675,2204.125,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:10:800,2204.25,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:10:925,2204.375,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:11:050,2204.5,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:11:175,2204.625,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:11:300,2204.75,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:11:425,2204.875,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:11:550,2205,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:11:675,2205.125,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:11:800,2205.25,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:11:925,2205.375,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:12:050,2205.5,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:12:175,2205.625,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:12:300,2205.75,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:12:425,2205.875,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:12:550,2206,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:12:675,2206.125,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:12:800,2206.25,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:12:925,2206.375,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:13:050,2206.5,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:13:175,2206.625,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:13:300,2206.75,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:13:425,2206.875,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:13:550,2207,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:13:675,2207.125,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:13:800,2207.25,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:13:925,2207.375,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:14:050,2207.5,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:14:175,2207.625,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:14:300,2207.75,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:14:425,2207.875,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:14:550,2208,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:14:675,2208.125,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:14:800,2208.25,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:14:925,2208.375,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:15:050,2208.5,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:15:175,2208.625,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:15:300,2208.75,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:15:425,2208.875,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:15:550,2209,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:15:675,2209.125,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:15:800,2209.25,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:15:925,2209.375,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:16:050,2209.5,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:16:175,2209.625,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:16:300,2209.75,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:16:425,2209.875,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:16:550,2210,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:16:675,2210.125,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:16:800,2210.25,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:16:925,2210.375,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:17:050,2210.5,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:17:175,2210.625,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:17:300,2210.75,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:17:425,2210.875,-14.918,14.473,4.922,0,0,3.945,-1.25,-1.211,-2.5
2005-01-14T09:47:17:550,2211,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:17:675,2211.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:17:800,2211.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:17:925,2211.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:18:050,2211.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:18:175,2211.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:18:300,2211.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:18:425,2211.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:18:550,2212,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:18:675,2212.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:18:800,2212.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:18:925,2212.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:19:050,2212.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:19:175,2212.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:19:300,2212.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:19:425,2212.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:19:550,2213,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:19:675,2213.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:19:800,2213.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:19:925,2213.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:20:050,2213.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:20:175,2213.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:20:300,2213.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:20:425,2213.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:20:550,2214,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:20:675,2214.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:20:800,2214.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:20:925,2214.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:21:050,2214.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:21:175,2214.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:21:300,2214.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:21:425,2214.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:21:550,2215,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:21:675,2215.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:21:800,2215.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:21:925,2215.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:22:050,2215.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:22:175,2215.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:22:300,2215.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:22:425,2215.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:22:550,2216,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:22:675,2216.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:22:800,2216.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:22:925,2216.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:23:050,2216.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:23:175,2216.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:23:300,2216.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:23:425,2216.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:23:550,2217,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:23:675,2217.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:23:800,2217.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:23:925,2217.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:24:050,2217.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:24:175,2217.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:24:300,2217.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:24:425,2217.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:24:550,2218,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:24:675,2218.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:24:800,2218.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:24:925,2218.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:25:050,2218.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:25:175,2218.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:25:300,2218.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:25:425,2218.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:25:550,2219,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:25:675,2219.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:25:800,2219.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:25:925,2219.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:26:050,2219.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:26:175,2219.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:26:300,2219.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:26:425,2219.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:26:550,2220,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:26:675,2220.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:26:800,2220.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:26:925,2220.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:27:050,2220.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:27:175,2220.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:27:300,2220.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:27:425,2220.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:27:550,2221,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:27:675,2221.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:27:800,2221.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:27:925,2221.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:28:050,2221.5,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:28:175,2221.625,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:28:300,2221.75,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:28:425,2221.875,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:28:550,2222,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:28:675,2222.125,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:28:800,2222.25,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
2005-01-14T09:47:28:925,2222.375,-14.918,14.473,4.922,0,0,3.945,-1.211,-1.211,-2.5
