UTC TIME,ACP SAMPLING TIME,MINUS15VOLT,15VOLT,5VOLT,RCAL,R0,TCGND,VREF1,VREF2,VREF3
2005-01-14T09:25:04:925,878.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:05:050,878.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:05:175,878.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:05:300,878.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:05:425,878.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:05:550,879,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:05:675,879.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:05:800,879.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:05:925,879.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:06:050,879.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:06:175,879.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:06:300,879.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:06:425,879.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:06:550,880,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:06:675,880.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:06:800,880.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:06:925,880.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:07:050,880.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:07:175,880.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:07:300,880.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:07:425,880.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:07:550,881,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:07:675,881.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:07:800,881.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:07:925,881.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:08:050,881.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:08:175,881.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:08:300,881.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:08:425,881.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:08:550,882,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:08:675,882.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:08:800,882.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:08:925,882.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:09:050,882.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:09:175,882.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:09:300,882.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:09:425,882.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:09:550,883,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:09:675,883.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:09:800,883.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:09:925,883.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:10:050,883.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:10:175,883.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:10:300,883.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:10:425,883.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:10:550,884,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:10:675,884.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:10:800,884.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:10:925,884.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:11:050,884.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:11:175,884.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:11:300,884.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:11:425,884.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:11:550,885,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:11:675,885.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:11:800,885.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:11:925,885.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:12:050,885.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:12:175,885.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:12:300,885.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:12:425,885.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:12:550,886,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:12:675,886.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:12:800,886.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:12:925,886.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:13:050,886.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:13:175,886.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:13:300,886.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:13:425,886.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:13:550,887,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:13:675,887.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:13:800,887.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:13:925,887.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:14:050,887.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:14:175,887.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:14:300,887.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:14:425,887.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:14:550,888,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:14:675,888.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:14:800,888.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:14:925,888.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:15:050,888.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:15:175,888.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:15:300,888.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:15:425,888.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:15:550,889,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:15:675,889.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:15:800,889.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:15:925,889.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:16:050,889.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:16:175,889.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:16:300,889.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:16:425,889.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:16:550,890,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:16:675,890.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:16:800,890.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:16:925,890.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:17:050,890.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:17:175,890.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:17:300,890.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:17:425,890.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:17:550,891,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:17:675,891.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:17:800,891.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:17:925,891.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:18:050,891.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:18:175,891.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:18:300,891.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:18:425,891.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:18:550,892,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:18:675,892.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:18:800,892.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:18:925,892.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:19:050,892.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:19:175,892.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:19:300,892.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:19:425,892.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:19:550,893,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:19:675,893.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:19:800,893.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:19:925,893.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:20:050,893.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:20:175,893.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:20:300,893.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:20:425,893.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:20:550,894,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:20:675,894.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:20:800,894.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:20:925,894.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:21:050,894.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:21:175,894.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:21:300,894.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:21:425,894.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:21:550,895,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:21:675,895.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:21:800,895.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:21:925,895.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:22:050,895.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:22:175,895.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:22:300,895.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:22:425,895.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:22:550,896,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:22:675,896.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:22:800,896.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:22:925,896.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:23:050,896.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:23:175,896.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:23:300,896.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:23:425,896.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:23:550,897,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:23:675,897.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:23:800,897.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:23:925,897.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:24:050,897.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:24:175,897.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:24:300,897.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:24:425,897.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:24:550,898,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:24:675,898.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:24:800,898.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:24:925,898.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:25:050,898.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:25:175,898.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:25:300,898.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:25:425,898.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:25:550,899,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:25:675,899.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:25:800,899.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:25:925,899.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:26:050,899.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:26:175,899.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:26:300,899.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:26:425,899.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:26:550,900,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:26:675,900.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:26:800,900.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:26:925,900.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:27:050,900.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:27:175,900.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:27:300,900.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:27:425,900.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:27:550,901,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:27:675,901.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:27:800,901.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:27:925,901.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:28:050,901.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:28:175,901.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:28:300,901.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:28:425,901.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:28:550,902,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:28:675,902.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:28:800,902.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:28:925,902.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:29:050,902.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:29:175,902.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:29:300,902.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:29:425,902.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:29:550,903,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:29:675,903.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:29:800,903.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:29:925,903.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:30:050,903.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:30:175,903.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:30:300,903.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:30:425,903.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:30:550,904,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:30:675,904.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:30:800,904.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:30:925,904.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:31:050,904.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:31:175,904.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:31:300,904.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:31:425,904.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:31:550,905,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:31:675,905.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:31:800,905.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:31:925,905.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:32:050,905.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:32:175,905.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:32:300,905.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:32:425,905.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:32:550,906,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:32:675,906.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:32:800,906.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:32:925,906.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:33:050,906.5,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:33:175,906.625,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:33:300,906.75,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:33:425,906.875,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:33:550,907,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:33:675,907.125,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:33:800,907.25,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
2005-01-14T09:25:33:925,907.375,-14.918,14.473,4.922,2.969,-2.031,3.945,-1.211,-1.211,-2.5
