EARTH RECEIVED TIME (UTC),SKY FREQUENCY (HZ)
2005-01-14T10:58:51.000,2040008484
2005-01-14T10:58:53.000,2040008484
2005-01-14T10:58:55.000,2040008484
2005-01-14T10:58:57.000,2040008483
2005-01-14T10:58:59.000,2040008482
2005-01-14T10:59:01.000,2040008482
2005-01-14T10:59:03.000,2040008482
2005-01-14T10:59:05.000,2040008479
2005-01-14T10:59:07.000,2040008479
2005-01-14T10:59:09.000,2040008479
2005-01-14T10:59:11.000,2040008478
2005-01-14T10:59:13.000,2040008478
2005-01-14T10:59:15.000,2040008477
2005-01-14T10:59:17.000,2040008478
2005-01-14T10:59:19.000,2040008477
2005-01-14T10:59:21.000,2040008476
2005-01-14T10:59:23.000,2040008475
2005-01-14T10:59:25.000,2040008475
2005-01-14T10:59:27.000,2040008475
2005-01-14T10:59:29.000,2040008474
2005-01-14T10:59:31.000,2040008473
2005-01-14T10:59:33.000,2040008472
2005-01-14T10:59:35.000,2040008471
2005-01-14T10:59:37.000,2040008471
2005-01-14T10:59:39.000,2040008470
2005-01-14T10:59:41.000,2040008470
2005-01-14T10:59:43.000,2040008470
2005-01-14T10:59:45.000,2040008470
2005-01-14T10:59:47.000,2040008470
2005-01-14T10:59:49.000,2040008470
2005-01-14T10:59:51.000,2040008470
2005-01-14T10:59:53.000,2040008469
2005-01-14T10:59:55.000,2040008469
2005-01-14T10:59:57.000,2040008469
2005-01-14T10:59:59.000,2040008469
2005-01-14T11:00:01.000,2040008469
2005-01-14T11:00:03.000,2040008467
2005-01-14T11:00:05.000,2040008468
2005-01-14T11:00:07.000,2040008467
2005-01-14T11:00:09.000,2040008467
2005-01-14T11:01:23.000,2040008450
2005-01-14T11:01:25.000,2040008449
2005-01-14T11:01:27.000,2040008449
2005-01-14T11:01:29.000,2040008449
2005-01-14T11:01:31.000,2040008449
2005-01-14T11:01:33.000,2040008448
2005-01-14T11:01:35.000,2040008448
2005-01-14T11:01:37.000,2040008448
2005-01-14T11:01:39.000,2040008447
2005-01-14T11:01:41.000,2040008447
2005-01-14T11:01:43.000,2040008446
2005-01-14T11:01:45.000,2040008445
2005-01-14T11:01:47.000,2040008445
2005-01-14T11:01:49.000,2040008444
2005-01-14T11:01:51.000,2040008444
2005-01-14T11:01:53.000,2040008442
2005-01-14T11:01:55.000,2040008442
2005-01-14T11:01:57.000,2040008443
2005-01-14T11:01:59.000,2040008443
2005-01-14T11:02:01.000,2040008442
2005-01-14T11:02:03.000,2040008442
2005-01-14T11:02:05.000,2040008441
2005-01-14T11:02:07.000,2040008441
2005-01-14T11:02:09.000,2040008440
2005-01-14T11:02:11.000,2040008439
2005-01-14T11:02:13.000,2040008439
2005-01-14T11:02:15.000,2040008439
2005-01-14T11:02:17.000,2040008439
2005-01-14T11:02:19.000,2040008438
2005-01-14T11:02:21.000,2040008438
2005-01-14T11:02:23.000,2040008437
2005-01-14T11:02:25.000,2040008437
2005-01-14T11:02:27.000,2040008438
2005-01-14T11:02:29.000,2040008437
2005-01-14T11:02:31.000,2040008437
2005-01-14T11:02:33.000,2040008436
2005-01-14T11:02:35.000,2040008435
2005-01-14T11:02:37.000,2040008434
2005-01-14T11:02:39.000,2040008434
2005-01-14T11:02:41.000,2040008433
2005-01-14T11:02:43.000,2040008433
2005-01-14T11:02:45.000,2040008432
2005-01-14T11:02:47.000,2040008432
2005-01-14T11:02:49.000,2040008432
2005-01-14T11:02:51.000,2040008431
2005-01-14T11:02:53.000,2040008431
2005-01-14T11:02:55.000,2040008430
2005-01-14T11:02:57.000,2040008430
2005-01-14T11:02:59.000,2040008429
2005-01-14T11:03:01.000,2040008429
2005-01-14T11:03:03.000,2040008429
2005-01-14T11:03:05.000,2040008429
2005-01-14T11:03:07.000,2040008428
2005-01-14T11:04:27.000,2040008409
2005-01-14T11:04:29.000,2040008407
2005-01-14T11:04:31.000,2040008407
2005-01-14T11:04:33.000,2040008407
2005-01-14T11:04:35.000,2040008408
2005-01-14T11:04:37.000,2040008408
2005-01-14T11:04:39.000,2040008407
2005-01-14T11:04:41.000,2040008406
2005-01-14T11:04:43.000,2040008405
2005-01-14T11:04:45.000,2040008404
2005-01-14T11:04:47.000,2040008403
2005-01-14T11:04:49.000,2040008402
2005-01-14T11:04:51.000,2040008401
2005-01-14T11:04:53.000,2040008401
2005-01-14T11:04:55.000,2040008401
2005-01-14T11:04:57.000,2040008400
2005-01-14T11:04:59.000,2040008399
2005-01-14T11:05:01.000,2040008399
2005-01-14T11:05:03.000,2040008399
2005-01-14T11:05:05.000,2040008398
2005-01-14T11:05:07.000,2040008398
2005-01-14T11:05:09.000,2040008397
2005-01-14T11:05:11.000,2040008396
2005-01-14T11:05:13.000,2040008396
2005-01-14T11:05:15.000,2040008396
2005-01-14T11:05:17.000,2040008396
2005-01-14T11:05:19.000,2040008395
2005-01-14T11:05:21.000,2040008395
2005-01-14T11:05:23.000,2040008395
2005-01-14T11:05:25.000,2040008395
2005-01-14T11:05:27.000,2040008394
2005-01-14T11:05:29.000,2040008394
2005-01-14T11:05:31.000,2040008392
2005-01-14T11:05:33.000,2040008391
2005-01-14T11:05:35.000,2040008391
2005-01-14T11:05:37.000,2040008391
2005-01-14T11:05:39.000,2040008390
2005-01-14T11:05:41.000,2040008389
2005-01-14T11:05:43.000,2040008389
2005-01-14T11:05:45.000,2040008389
2005-01-14T11:05:47.000,2040008388
2005-01-14T11:05:49.000,2040008387
2005-01-14T11:05:51.000,2040008387
2005-01-14T11:05:53.000,2040008387
2005-01-14T11:05:55.000,2040008386
2005-01-14T11:05:57.000,2040008386
2005-01-14T11:05:59.000,2040008386
2005-01-14T11:06:01.000,2040008386
2005-01-14T11:06:03.000,2040008385
2005-01-14T11:06:05.000,2040008384
2005-01-14T11:06:07.000,2040008384
2005-01-14T11:07:25.000,2040008366
2005-01-14T11:07:27.000,2040008365
2005-01-14T11:07:29.000,2040008365
2005-01-14T11:07:31.000,2040008364
2005-01-14T11:07:33.000,2040008364
2005-01-14T11:07:35.000,2040008364
2005-01-14T11:07:37.000,2040008364
2005-01-14T11:07:39.000,2040008363
2005-01-14T11:07:41.000,2040008363
2005-01-14T11:07:43.000,2040008362
2005-01-14T11:07:45.000,2040008361
2005-01-14T11:07:47.000,2040008361
2005-01-14T11:07:49.000,2040008361
2005-01-14T11:07:51.000,2040008360
2005-01-14T11:07:53.000,2040008361
2005-01-14T11:07:55.000,2040008359
2005-01-14T11:07:57.000,2040008359
2005-01-14T11:07:59.000,2040008360
2005-01-14T11:08:01.000,2040008359
2005-01-14T11:08:03.000,2040008358
2005-01-14T11:08:05.000,2040008357
2005-01-14T11:08:07.000,2040008356
2005-01-14T11:08:09.000,2040008356
2005-01-14T11:08:11.000,2040008355
2005-01-14T11:08:13.000,2040008355
2005-01-14T11:08:15.000,2040008356
2005-01-14T11:08:17.000,2040008355
2005-01-14T11:08:19.000,2040008354
2005-01-14T11:08:21.000,2040008354
2005-01-14T11:08:23.000,2040008353
2005-01-14T11:08:25.000,2040008351
2005-01-14T11:08:27.000,2040008351
2005-01-14T11:08:29.000,2040008349
2005-01-14T11:08:31.000,2040008349
2005-01-14T11:08:33.000,2040008348
2005-01-14T11:08:35.000,2040008348
2005-01-14T11:08:37.000,2040008348
2005-01-14T11:08:39.000,2040008347
2005-01-14T11:08:41.000,2040008346
2005-01-14T11:08:43.000,2040008346
2005-01-14T11:08:45.000,2040008345
2005-01-14T11:08:47.000,2040008346
2005-01-14T11:08:49.000,2040008346
2005-01-14T11:08:51.000,2040008346
2005-01-14T11:08:53.000,2040008346
2005-01-14T11:08:55.000,2040008344
2005-01-14T11:08:57.000,2040008344
2005-01-14T11:08:59.000,2040008344
2005-01-14T11:09:01.000,2040008343
2005-01-14T11:09:03.000,2040008343
2005-01-14T11:10:27.000,2040008326
2005-01-14T11:10:29.000,2040008325
2005-01-14T11:10:31.000,2040008325
2005-01-14T11:10:33.000,2040008324
2005-01-14T11:10:35.000,2040008324
2005-01-14T11:10:37.000,2040008323
2005-01-14T11:10:39.000,2040008323
2005-01-14T11:10:41.000,2040008324
2005-01-14T11:10:43.000,2040008324
2005-01-14T11:10:45.000,2040008322
2005-01-14T11:10:47.000,2040008322
2005-01-14T11:10:49.000,2040008321
2005-01-14T11:10:51.000,2040008320
2005-01-14T11:10:53.000,2040008318
2005-01-14T11:10:55.000,2040008318
2005-01-14T11:10:57.000,2040008318
2005-01-14T11:10:59.000,2040008317
2005-01-14T11:11:01.000,2040008316
2005-01-14T11:11:03.000,2040008315
2005-01-14T11:11:05.000,2040008315
2005-01-14T11:11:07.000,2040008314
2005-01-14T11:11:09.000,2040008314
2005-01-14T11:11:11.000,2040008313
2005-01-14T11:11:13.000,2040008312
2005-01-14T11:11:15.000,2040008312
2005-01-14T11:11:17.000,2040008312
2005-01-14T11:11:19.000,2040008312
2005-01-14T11:11:21.000,2040008311
2005-01-14T11:11:23.000,2040008311
2005-01-14T11:11:25.000,2040008310
2005-01-14T11:11:27.000,2040008310
2005-01-14T11:11:29.000,2040008309
2005-01-14T11:11:31.000,2040008309
2005-01-14T11:11:33.000,2040008308
2005-01-14T11:11:35.000,2040008308
2005-01-14T11:11:37.000,2040008307
2005-01-14T11:11:39.000,2040008307
2005-01-14T11:11:41.000,2040008307
2005-01-14T11:11:43.000,2040008307
2005-01-14T11:11:45.000,2040008307
2005-01-14T11:11:47.000,2040008307
2005-01-14T11:11:49.000,2040008307
2005-01-14T11:11:51.000,2040008307
2005-01-14T11:11:53.000,2040008307
2005-01-14T11:11:55.000,2040008306
2005-01-14T11:11:57.000,2040008306
2005-01-14T11:11:59.000,2040008305
2005-01-14T11:12:01.000,2040008304
2005-01-14T11:12:03.000,2040008303
2005-01-14T11:12:05.000,2040008302
2005-01-14T11:12:07.000,2040008302
2005-01-14T11:12:09.000,2040008302
2005-01-14T11:13:29.000,2040008283
2005-01-14T11:13:31.000,2040008283
2005-01-14T11:13:33.000,2040008283
2005-01-14T11:13:35.000,2040008283
2005-01-14T11:13:37.000,2040008282
2005-01-14T11:13:39.000,2040008282
2005-01-14T11:13:41.000,2040008281
2005-01-14T11:13:43.000,2040008281
2005-01-14T11:13:45.000,2040008280
2005-01-14T11:13:47.000,2040008281
2005-01-14T11:13:49.000,2040008280
2005-01-14T11:13:51.000,2040008278
2005-01-14T11:13:53.000,2040008279
2005-01-14T11:13:57.000,2040008278
2005-01-14T11:13:59.000,2040008278
2005-01-14T11:14:01.000,2040008278
2005-01-14T11:14:03.000,2040008276
2005-01-14T11:14:05.000,2040008275
2005-01-14T11:14:07.000,2040008274
2005-01-14T11:14:09.000,2040008273
2005-01-14T11:14:11.000,2040008272
2005-01-14T11:14:13.000,2040008272
2005-01-14T11:14:15.000,2040008273
2005-01-14T11:14:17.000,2040008273
2005-01-14T11:14:19.000,2040008273
2005-01-14T11:14:21.000,2040008272
2005-01-14T11:14:23.000,2040008271
2005-01-14T11:14:25.000,2040008272
2005-01-14T11:14:27.000,2040008272
2005-01-14T11:14:29.000,2040008271
2005-01-14T11:14:31.000,2040008270
2005-01-14T11:14:33.000,2040008269
2005-01-14T11:14:35.000,2040008268
2005-01-14T11:14:37.000,2040008269
2005-01-14T11:14:39.000,2040008268
2005-01-14T11:14:41.000,2040008268
2005-01-14T11:14:43.000,2040008268
2005-01-14T11:14:45.000,2040008269
2005-01-14T11:14:47.000,2040008268
2005-01-14T11:14:49.000,2040008266
2005-01-14T11:14:51.000,2040008267
2005-01-14T11:14:53.000,2040008267
2005-01-14T11:14:55.000,2040008266
2005-01-14T11:14:57.000,2040008266
2005-01-14T11:14:59.000,2040008265
2005-01-14T11:15:01.000,2040008264
2005-01-14T11:15:03.000,2040008264
2005-01-14T11:15:05.000,2040008264
2005-01-14T11:15:07.000,2040008264
2005-01-14T11:15:09.000,2040008263
2005-01-14T11:16:29.000,2040008245
2005-01-14T11:16:31.000,2040008244
2005-01-14T11:16:33.000,2040008243
2005-01-14T11:16:35.000,2040008242
2005-01-14T11:16:37.000,2040008242
2005-01-14T11:16:39.000,2040008242
2005-01-14T11:16:41.000,2040008242
2005-01-14T11:16:43.000,2040008241
2005-01-14T11:16:45.000,2040008242
2005-01-14T11:16:47.000,2040008241
2005-01-14T11:16:49.000,2040008241
2005-01-14T11:16:51.000,2040008239
2005-01-14T11:16:53.000,2040008239
2005-01-14T11:16:55.000,2040008239
2005-01-14T11:16:57.000,2040008238
2005-01-14T11:16:59.000,2040008238
2005-01-14T11:17:01.000,2040008238
2005-01-14T11:17:03.000,2040008237
2005-01-14T11:17:05.000,2040008236
2005-01-14T11:17:07.000,2040008236
2005-01-14T11:17:09.000,2040008234
2005-01-14T11:17:11.000,2040008234
2005-01-14T11:17:13.000,2040008233
2005-01-14T11:17:15.000,2040008233
2005-01-14T11:17:17.000,2040008233
2005-01-14T11:17:19.000,2040008233
2005-01-14T11:17:23.000,2040008232
2005-01-14T11:17:25.000,2040008231
2005-01-14T11:17:27.000,2040008231
2005-01-14T11:17:29.000,2040008230
2005-01-14T11:17:31.000,2040008230
2005-01-14T11:17:33.000,2040008230
2005-01-14T11:17:35.000,2040008229
2005-01-14T11:17:37.000,2040008229
2005-01-14T11:17:39.000,2040008228
2005-01-14T11:17:41.000,2040008228
2005-01-14T11:17:43.000,2040008228
2005-01-14T11:17:45.000,2040008228
2005-01-14T11:17:47.000,2040008228
2005-01-14T11:17:49.000,2040008227
2005-01-14T11:17:51.000,2040008227
2005-01-14T11:17:53.000,2040008226
2005-01-14T11:17:55.000,2040008226
2005-01-14T11:17:57.000,2040008226
2005-01-14T11:17:59.000,2040008225
2005-01-14T11:18:01.000,2040008224
2005-01-14T11:18:03.000,2040008224
2005-01-14T11:19:35.000,2040008203
2005-01-14T11:19:37.000,2040008203
2005-01-14T11:19:39.000,2040008202
2005-01-14T11:19:41.000,2040008202
2005-01-14T11:19:43.000,2040008201
2005-01-14T11:19:45.000,2040008201
2005-01-14T11:19:47.000,2040008201
2005-01-14T11:19:49.000,2040008200
2005-01-14T11:19:51.000,2040008199
2005-01-14T11:19:53.000,2040008200
2005-01-14T11:19:55.000,2040008200
2005-01-14T11:19:57.000,2040008200
2005-01-14T11:19:59.000,2040008199
2005-01-14T11:20:01.000,2040008199
2005-01-14T11:20:03.000,2040008199
2005-01-14T11:20:05.000,2040008198
2005-01-14T11:20:07.000,2040008198
2005-01-14T11:20:09.000,2040008198
2005-01-14T11:20:11.000,2040008197
2005-01-14T11:20:15.000,2040008196
2005-01-14T11:20:17.000,2040008196
2005-01-14T11:20:19.000,2040008196
2005-01-14T11:20:21.000,2040008195
2005-01-14T11:20:23.000,2040008194
2005-01-14T11:20:25.000,2040008193
2005-01-14T11:20:27.000,2040008193
2005-01-14T11:20:29.000,2040008192
2005-01-14T11:20:31.000,2040008192
2005-01-14T11:20:33.000,2040008192
2005-01-14T11:20:35.000,2040008190
2005-01-14T11:20:37.000,2040008191
2005-01-14T11:20:39.000,2040008189
2005-01-14T11:20:41.000,2040008189
2005-01-14T11:20:43.000,2040008188
2005-01-14T11:20:45.000,2040008189
2005-01-14T11:20:47.000,2040008189
2005-01-14T11:20:49.000,2040008188
2005-01-14T11:20:51.000,2040008189
2005-01-14T11:20:53.000,2040008187
2005-01-14T11:20:55.000,2040008188
2005-01-14T11:20:57.000,2040008187
2005-01-14T11:20:59.000,2040008187
2005-01-14T11:21:01.000,2040008186
2005-01-14T11:21:03.000,2040008186
2005-01-14T11:21:05.000,2040008186
2005-01-14T11:21:07.000,2040008184
2005-01-14T11:21:09.000,2040008185
2005-01-14T11:23:07.000,2040008159
2005-01-14T11:23:09.000,2040008158
2005-01-14T11:23:11.000,2040008159
2005-01-14T11:23:13.000,2040008157
2005-01-14T11:23:15.000,2040008158
2005-01-14T11:23:17.000,2040008156
2005-01-14T11:23:19.000,2040008157
2005-01-14T11:23:21.000,2040008156
2005-01-14T11:23:23.000,2040008156
2005-01-14T11:23:25.000,2040008155
2005-01-14T11:23:27.000,2040008155
2005-01-14T11:23:29.000,2040008155
2005-01-14T11:23:31.000,2040008154
2005-01-14T11:23:33.000,2040008153
2005-01-14T11:23:35.000,2040008153
2005-01-14T11:23:37.000,2040008153
2005-01-14T11:23:39.000,2040008153
2005-01-14T11:23:41.000,2040008151
2005-01-14T11:23:43.000,2040008152
2005-01-14T11:23:45.000,2040008151
2005-01-14T11:23:47.000,2040008150
2005-01-14T11:23:49.000,2040008150
2005-01-14T11:23:51.000,2040008149
2005-01-14T11:23:53.000,2040008149
2005-01-14T11:23:55.000,2040008149
2005-01-14T11:23:57.000,2040008149
2005-01-14T11:24:01.000,2040008147
2005-01-14T11:24:03.000,2040008147
2005-01-14T11:25:29.000,2040008129
2005-01-14T11:25:31.000,2040008129
2005-01-14T11:25:33.000,2040008129
2005-01-14T11:25:35.000,2040008129
2005-01-14T11:25:37.000,2040008129
2005-01-14T11:25:39.000,2040008128
2005-01-14T11:25:41.000,2040008128
2005-01-14T11:25:43.000,2040008127
2005-01-14T11:25:45.000,2040008127
2005-01-14T11:25:47.000,2040008126
2005-01-14T11:25:49.000,2040008126
2005-01-14T11:25:51.000,2040008125
2005-01-14T11:25:53.000,2040008124
2005-01-14T11:25:55.000,2040008124
2005-01-14T11:25:57.000,2040008124
2005-01-14T11:25:59.000,2040008122
2005-01-14T11:26:01.000,2040008124
2005-01-14T11:26:03.000,2040008122
2005-01-14T11:26:05.000,2040008122
2005-01-14T11:26:07.000,2040008122
2005-01-14T11:26:09.000,2040008122
2005-01-14T11:26:11.000,2040008121
2005-01-14T11:26:13.000,2040008121
2005-01-14T11:26:15.000,2040008120
2005-01-14T11:26:17.000,2040008120
2005-01-14T11:26:19.000,2040008120
2005-01-14T11:26:21.000,2040008120
2005-01-14T11:26:23.000,2040008119
2005-01-14T11:26:25.000,2040008119
2005-01-14T11:26:27.000,2040008118
2005-01-14T11:26:29.000,2040008118
2005-01-14T11:26:31.000,2040008117
2005-01-14T11:26:33.000,2040008117
2005-01-14T11:26:35.000,2040008117
2005-01-14T11:26:37.000,2040008115
2005-01-14T11:26:39.000,2040008116
2005-01-14T11:26:41.000,2040008116
2005-01-14T11:26:43.000,2040008115
2005-01-14T11:26:45.000,2040008115
2005-01-14T11:26:47.000,2040008114
2005-01-14T11:26:49.000,2040008115
2005-01-14T11:26:51.000,2040008114
2005-01-14T11:26:53.000,2040008114
2005-01-14T11:26:55.000,2040008114
2005-01-14T11:26:57.000,2040008111
2005-01-14T11:26:59.000,2040008111
2005-01-14T11:27:01.000,2040008112
2005-01-14T11:27:03.000,2040008112
2005-01-14T11:27:05.000,2040008111
2005-01-14T11:28:23.000,2040008094
2005-01-14T11:28:25.000,2040008093
2005-01-14T11:28:27.000,2040008092
2005-01-14T11:28:29.000,2040008091
2005-01-14T11:28:31.000,2040008092
2005-01-14T11:28:33.000,2040008091
2005-01-14T11:28:35.000,2040008091
2005-01-14T11:28:37.000,2040008091
2005-01-14T11:28:39.000,2040008091
2005-01-14T11:28:41.000,2040008091
2005-01-14T11:28:43.000,2040008091
2005-01-14T11:28:45.000,2040008089
2005-01-14T11:28:47.000,2040008088
2005-01-14T11:28:49.000,2040008088
2005-01-14T11:28:51.000,2040008088
2005-01-14T11:28:53.000,2040008087
2005-01-14T11:28:55.000,2040008086
2005-01-14T11:28:57.000,2040008086
2005-01-14T11:28:59.000,2040008086
2005-01-14T11:29:01.000,2040008086
2005-01-14T11:29:03.000,2040008084
2005-01-14T11:29:05.000,2040008085
2005-01-14T11:29:07.000,2040008084
2005-01-14T11:29:09.000,2040008085
2005-01-14T11:29:11.000,2040008085
2005-01-14T11:29:13.000,2040008085
2005-01-14T11:29:15.000,2040008085
2005-01-14T11:29:17.000,2040008084
2005-01-14T11:29:19.000,2040008084
2005-01-14T11:29:21.000,2040008083
2005-01-14T11:29:23.000,2040008082
2005-01-14T11:29:25.000,2040008082
2005-01-14T11:29:27.000,2040008081
2005-01-14T11:29:29.000,2040008080
2005-01-14T11:29:31.000,2040008079
2005-01-14T11:29:33.000,2040008080
2005-01-14T11:29:35.000,2040008080
2005-01-14T11:29:37.000,2040008080
2005-01-14T11:29:39.000,2040008078
2005-01-14T11:29:41.000,2040008079
2005-01-14T11:29:43.000,2040008078
2005-01-14T11:29:45.000,2040008078
2005-01-14T11:29:47.000,2040008077
2005-01-14T11:29:49.000,2040008076
2005-01-14T11:29:51.000,2040008075
2005-01-14T11:29:53.000,2040008075
2005-01-14T11:29:55.000,2040008074
2005-01-14T11:29:57.000,2040008074
2005-01-14T11:29:59.000,2040008074
2005-01-14T11:30:01.000,2040008073
2005-01-14T11:30:03.000,2040008073
2005-01-14T11:30:05.000,2040008072
2005-01-14T11:31:27.000,2040008057
2005-01-14T11:31:29.000,2040008056
2005-01-14T11:31:31.000,2040008056
2005-01-14T11:31:33.000,2040008055
2005-01-14T11:31:35.000,2040008054
2005-01-14T11:31:37.000,2040008054
2005-01-14T11:31:39.000,2040008052
2005-01-14T11:31:41.000,2040008053
2005-01-14T11:31:43.000,2040008052
2005-01-14T11:31:45.000,2040008051
2005-01-14T11:31:47.000,2040008052
2005-01-14T11:31:49.000,2040008051
2005-01-14T11:31:51.000,2040008052
2005-01-14T11:31:53.000,2040008051
2005-01-14T11:31:55.000,2040008051
2005-01-14T11:31:57.000,2040008051
2005-01-14T11:31:59.000,2040008051
2005-01-14T11:32:01.000,2040008048
2005-01-14T11:32:03.000,2040008050
2005-01-14T11:32:05.000,2040008049
2005-01-14T11:32:07.000,2040008048
2005-01-14T11:32:09.000,2040008048
2005-01-14T11:32:11.000,2040008048
2005-01-14T11:32:13.000,2040008047
2005-01-14T11:32:15.000,2040008047
2005-01-14T11:32:17.000,2040008047
2005-01-14T11:32:19.000,2040008046
2005-01-14T11:32:21.000,2040008046
2005-01-14T11:32:23.000,2040008045
2005-01-14T11:32:25.000,2040008045
2005-01-14T11:32:27.000,2040008045
2005-01-14T11:32:29.000,2040008045
2005-01-14T11:32:31.000,2040008046
2005-01-14T11:32:33.000,2040008044
2005-01-14T11:32:35.000,2040008044
2005-01-14T11:32:37.000,2040008044
2005-01-14T11:32:39.000,2040008043
2005-01-14T11:32:41.000,2040008043
2005-01-14T11:32:43.000,2040008043
2005-01-14T11:32:45.000,2040008042
2005-01-14T11:32:47.000,2040008043
2005-01-14T11:32:49.000,2040008042
2005-01-14T11:32:51.000,2040008041
2005-01-14T11:32:53.000,2040008040
2005-01-14T11:32:55.000,2040008040
2005-01-14T11:32:57.000,2040008040
2005-01-14T11:32:59.000,2040008038
2005-01-14T11:33:01.000,2040008038
2005-01-14T11:33:03.000,2040008038
2005-01-14T11:33:05.000,2040008037
2005-01-14T11:33:09.000,2040008037
2005-01-14T11:34:25.000,2040008022
2005-01-14T11:34:27.000,2040008021
2005-01-14T11:34:29.000,2040008021
2005-01-14T11:34:31.000,2040008021
2005-01-14T11:34:33.000,2040008021
2005-01-14T11:34:35.000,2040008020
2005-01-14T11:34:37.000,2040008020
2005-01-14T11:34:39.000,2040008019
2005-01-14T11:34:41.000,2040008018
2005-01-14T11:34:43.000,2040008018
2005-01-14T11:34:45.000,2040008018
2005-01-14T11:34:47.000,2040008017
2005-01-14T11:34:49.000,2040008017
2005-01-14T11:34:51.000,2040008017
2005-01-14T11:34:53.000,2040008016
2005-01-14T11:34:55.000,2040008016
2005-01-14T11:34:57.000,2040008015
2005-01-14T11:34:59.000,2040008015
2005-01-14T11:35:01.000,2040008015
2005-01-14T11:35:03.000,2040008014
2005-01-14T11:35:05.000,2040008014
2005-01-14T11:35:07.000,2040008014
2005-01-14T11:35:09.000,2040008013
2005-01-14T11:35:11.000,2040008013
2005-01-14T11:35:15.000,2040008011
2005-01-14T11:35:17.000,2040008010
2005-01-14T11:35:19.000,2040008011
2005-01-14T11:35:21.000,2040008012
2005-01-14T11:35:23.000,2040008011
2005-01-14T11:35:25.000,2040008010
2005-01-14T11:35:27.000,2040008009
2005-01-14T11:35:29.000,2040008008
2005-01-14T11:35:31.000,2040008008
2005-01-14T11:35:33.000,2040008008
2005-01-14T11:35:35.000,2040008008
2005-01-14T11:35:37.000,2040008008
2005-01-14T11:35:39.000,2040008009
2005-01-14T11:35:41.000,2040008008
2005-01-14T11:35:43.000,2040008008
2005-01-14T11:35:45.000,2040008007
2005-01-14T11:35:47.000,2040008007
2005-01-14T11:35:49.000,2040008006
2005-01-14T11:35:51.000,2040008006
2005-01-14T11:35:53.000,2040008006
2005-01-14T11:35:55.000,2040008005
2005-01-14T11:35:57.000,2040008006
2005-01-14T11:35:59.000,2040008005
2005-01-14T11:36:01.000,2040008005
2005-01-14T11:36:03.000,2040008006
2005-01-14T11:36:05.000,2040008005
2005-01-14T11:36:07.000,2040008005
2005-01-14T11:37:25.000,2040007988
2005-01-14T11:37:27.000,2040007988
2005-01-14T11:37:29.000,2040007988
2005-01-14T11:37:31.000,2040007988
2005-01-14T11:37:33.000,2040007988
2005-01-14T11:37:35.000,2040007987
2005-01-14T11:37:37.000,2040007986
2005-01-14T11:37:39.000,2040007986
2005-01-14T11:37:41.000,2040007986
2005-01-14T11:37:43.000,2040007986
2005-01-14T11:37:45.000,2040007986
2005-01-14T11:37:47.000,2040007985
2005-01-14T11:37:49.000,2040007985
2005-01-14T11:37:51.000,2040007984
2005-01-14T11:37:53.000,2040007983
2005-01-14T11:37:55.000,2040007983
2005-01-14T11:37:57.000,2040007982
2005-01-14T11:37:59.000,2040007981
2005-01-14T11:38:01.000,2040007981
2005-01-14T11:38:03.000,2040007981
2005-01-14T11:38:05.000,2040007979
2005-01-14T11:38:07.000,2040007979
2005-01-14T11:38:09.000,2040007978
2005-01-14T11:38:11.000,2040007980
2005-01-14T11:38:13.000,2040007979
2005-01-14T11:38:15.000,2040007979
2005-01-14T11:38:17.000,2040007979
2005-01-14T11:38:19.000,2040007978
2005-01-14T11:38:21.000,2040007977
2005-01-14T11:38:23.000,2040007976
2005-01-14T11:38:25.000,2040007976
2005-01-14T11:38:27.000,2040007975
2005-01-14T11:38:29.000,2040007974
2005-01-14T11:38:31.000,2040007973
2005-01-14T11:38:33.000,2040007973
2005-01-14T11:38:35.000,2040007974
2005-01-14T11:38:37.000,2040007972
2005-01-14T11:38:39.000,2040007972
2005-01-14T11:38:41.000,2040007972
2005-01-14T11:38:43.000,2040007972
2005-01-14T11:38:45.000,2040007971
2005-01-14T11:38:47.000,2040007970
2005-01-14T11:38:49.000,2040007971
2005-01-14T11:38:51.000,2040007971
2005-01-14T11:38:53.000,2040007970
2005-01-14T11:38:55.000,2040007970
2005-01-14T11:38:57.000,2040007971
2005-01-14T11:38:59.000,2040007970
2005-01-14T11:39:01.000,2040007969
2005-01-14T11:39:03.000,2040007968
2005-01-14T11:39:05.000,2040007967
2005-01-14T11:39:07.000,2040007967
2005-01-14T11:40:29.000,2040007953
2005-01-14T11:40:31.000,2040007952
2005-01-14T11:40:33.000,2040007952
2005-01-14T11:40:35.000,2040007952
2005-01-14T11:40:37.000,2040007952
2005-01-14T11:40:39.000,2040007951
2005-01-14T11:40:41.000,2040007950
2005-01-14T11:40:43.000,2040007950
2005-01-14T11:40:45.000,2040007949
2005-01-14T11:40:47.000,2040007949
2005-01-14T11:40:49.000,2040007948
2005-01-14T11:40:51.000,2040007948
2005-01-14T11:40:53.000,2040007947
2005-01-14T11:40:55.000,2040007947
2005-01-14T11:40:57.000,2040007947
2005-01-14T11:40:59.000,2040007947
2005-01-14T11:41:01.000,2040007947
2005-01-14T11:41:03.000,2040007946
2005-01-14T11:41:05.000,2040007947
2005-01-14T11:41:07.000,2040007946
2005-01-14T11:41:09.000,2040007945
2005-01-14T11:41:11.000,2040007944
2005-01-14T11:41:13.000,2040007944
2005-01-14T11:41:15.000,2040007942
2005-01-14T11:41:17.000,2040007942
