UTC TIME,ACP SAMPLING TIME,PTPM-PUMP MOTOR TEMPERATURE,PUMP SPEED,PUMP CURRENT
2005-01-14T09:57:20:550,2814,16.088,25424.88,0.706
2005-01-14T09:57:20:675,2814.125,16.088,25424.88,0.706
2005-01-14T09:57:20:800,2814.25,16.088,25424.88,0.706
2005-01-14T09:57:20:925,2814.375,16.088,25424.88,0.706
2005-01-14T09:57:21:050,2814.5,16.088,24986.52,0.69
2005-01-14T09:57:21:175,2814.625,16.088,24986.52,0.69
2005-01-14T09:57:21:300,2814.75,16.088,25424.88,0.706
2005-01-14T09:57:21:425,2814.875,16.088,25424.88,0.706
2005-01-14T09:57:21:550,2815,16.088,25424.88,0.706
2005-01-14T09:57:21:675,2815.125,16.088,25424.88,0.706
2005-01-14T09:57:21:800,2815.25,16.088,24986.52,0.706
2005-01-14T09:57:21:925,2815.375,16.088,24986.52,0.706
2005-01-14T09:57:22:050,2815.5,16.088,25424.88,0.706
2005-01-14T09:57:22:175,2815.625,16.088,25424.88,0.706
2005-01-14T09:57:22:300,2815.75,16.088,25424.88,0.706
2005-01-14T09:57:22:425,2815.875,16.088,25424.88,0.706
2005-01-14T09:57:22:550,2816,16.088,24986.52,0.706
2005-01-14T09:57:22:675,2816.125,16.088,24986.52,0.706
2005-01-14T09:57:22:800,2816.25,16.088,25424.88,0.706
2005-01-14T09:57:22:925,2816.375,16.088,25424.88,0.706
2005-01-14T09:57:23:050,2816.5,16.088,24986.52,0.706
2005-01-14T09:57:23:175,2816.625,16.088,24986.52,0.706
2005-01-14T09:57:23:300,2816.75,16.088,24986.52,0.706
2005-01-14T09:57:23:425,2816.875,16.088,24986.52,0.706
2005-01-14T09:57:23:550,2817,16.088,25424.88,0.69
2005-01-14T09:57:23:675,2817.125,16.088,25424.88,0.69
2005-01-14T09:57:23:800,2817.25,16.088,25424.88,0.69
2005-01-14T09:57:23:925,2817.375,16.088,25424.88,0.69
2005-01-14T09:57:24:050,2817.5,16.088,24986.52,0.706
2005-01-14T09:57:24:175,2817.625,16.088,24986.52,0.706
2005-01-14T09:57:24:300,2817.75,16.088,25424.88,0.706
2005-01-14T09:57:24:425,2817.875,16.088,25424.88,0.706
2005-01-14T09:57:24:550,2818,16.088,24986.52,0.706
2005-01-14T09:57:24:675,2818.125,16.088,24986.52,0.706
2005-01-14T09:57:24:800,2818.25,16.088,25424.88,0.706
2005-01-14T09:57:24:925,2818.375,16.088,25424.88,0.706
2005-01-14T09:57:25:050,2818.5,16.088,24986.52,0.706
2005-01-14T09:57:25:175,2818.625,16.088,24986.52,0.706
2005-01-14T09:57:25:300,2818.75,16.088,24986.52,0.706
2005-01-14T09:57:25:425,2818.875,16.088,24986.52,0.706
2005-01-14T09:57:25:550,2819,16.088,25424.88,0.722
2005-01-14T09:57:25:675,2819.125,16.088,25424.88,0.722
2005-01-14T09:57:25:800,2819.25,16.088,24986.52,0.706
2005-01-14T09:57:25:925,2819.375,16.088,24986.52,0.706
2005-01-14T09:57:26:050,2819.5,16.088,24986.52,0.722
2005-01-14T09:57:26:175,2819.625,16.088,24986.52,0.722
2005-01-14T09:57:26:300,2819.75,16.088,25424.88,0.706
2005-01-14T09:57:26:425,2819.875,16.088,25424.88,0.706
2005-01-14T09:57:26:550,2820,16.088,24986.52,0.706
2005-01-14T09:57:26:675,2820.125,16.088,24986.52,0.706
2005-01-14T09:57:26:800,2820.25,16.088,24986.52,0.706
2005-01-14T09:57:26:925,2820.375,16.088,24986.52,0.706
2005-01-14T09:57:27:050,2820.5,16.088,25424.88,0.706
2005-01-14T09:57:27:175,2820.625,16.088,25424.88,0.706
2005-01-14T09:57:27:300,2820.75,16.088,24986.52,0.706
2005-01-14T09:57:27:425,2820.875,16.088,24986.52,0.706
2005-01-14T09:57:27:550,2821,16.088,24986.52,0.706
2005-01-14T09:57:27:675,2821.125,16.088,24986.52,0.706
2005-01-14T09:57:27:800,2821.25,16.088,24986.52,0.706
2005-01-14T09:57:27:925,2821.375,16.088,24986.52,0.706
2005-01-14T09:57:28:050,2821.5,16.088,24986.52,0.706
2005-01-14T09:57:28:175,2821.625,16.088,24986.52,0.706
2005-01-14T09:57:28:300,2821.75,16.088,24986.52,0.706
2005-01-14T09:57:28:425,2821.875,16.088,24986.52,0.706
2005-01-14T09:57:28:550,2822,16.088,25424.88,0.706
2005-01-14T09:57:28:675,2822.125,16.088,25424.88,0.706
2005-01-14T09:57:28:800,2822.25,16.088,24986.52,0.69
2005-01-14T09:57:28:925,2822.375,16.088,24986.52,0.69
2005-01-14T09:57:29:050,2822.5,16.088,24986.52,0.706
2005-01-14T09:57:29:175,2822.625,16.088,24986.52,0.706
2005-01-14T09:57:29:300,2822.75,16.088,24986.52,0.706
2005-01-14T09:57:29:425,2822.875,16.088,24986.52,0.706
2005-01-14T09:57:29:550,2823,16.088,24986.52,0.706
2005-01-14T09:57:29:675,2823.125,16.088,24986.52,0.706
2005-01-14T09:57:29:800,2823.25,16.088,24986.52,0.69
2005-01-14T09:57:29:925,2823.375,16.088,24986.52,0.69
2005-01-14T09:57:30:050,2823.5,16.088,24986.52,0.69
2005-01-14T09:57:30:175,2823.625,16.088,24986.52,0.69
2005-01-14T09:57:30:300,2823.75,16.088,24986.52,0.69
2005-01-14T09:57:30:425,2823.875,16.088,24986.52,0.69
2005-01-14T09:57:30:550,2824,16.088,24986.52,0.706
2005-01-14T09:57:30:675,2824.125,16.088,24986.52,0.706
2005-01-14T09:57:30:800,2824.25,16.088,24986.52,0.706
2005-01-14T09:57:30:925,2824.375,16.088,24986.52,0.706
2005-01-14T09:57:31:050,2824.5,16.088,24986.52,0.706
2005-01-14T09:57:31:175,2824.625,16.088,24986.52,0.706
2005-01-14T09:57:31:300,2824.75,16.088,24986.52,0.706
2005-01-14T09:57:31:425,2824.875,16.088,24986.52,0.706
2005-01-14T09:57:31:550,2825,16.088,24986.52,0.706
2005-01-14T09:57:31:675,2825.125,16.088,24986.52,0.706
2005-01-14T09:57:31:800,2825.25,16.088,24986.52,0.706
2005-01-14T09:57:31:925,2825.375,16.088,24986.52,0.706
2005-01-14T09:57:32:050,2825.5,16.088,24986.52,0.706
2005-01-14T09:57:32:175,2825.625,16.088,24986.52,0.706
2005-01-14T09:57:32:300,2825.75,16.088,24986.52,0.706
2005-01-14T09:57:32:425,2825.875,16.088,24986.52,0.706
2005-01-14T09:57:32:550,2826,16.088,25424.88,0.722
2005-01-14T09:57:32:675,2826.125,16.088,25424.88,0.722
2005-01-14T09:57:32:800,2826.25,16.088,24986.52,0.722
2005-01-14T09:57:32:925,2826.375,16.088,24986.52,0.722
2005-01-14T09:57:33:050,2826.5,16.088,25424.88,0.722
2005-01-14T09:57:33:175,2826.625,16.088,25424.88,0.722
2005-01-14T09:57:33:300,2826.75,16.088,25424.88,0.706
2005-01-14T09:57:33:425,2826.875,16.088,25424.88,0.706
2005-01-14T09:57:33:550,2827,16.088,25424.88,0.706
2005-01-14T09:57:33:675,2827.125,16.088,25424.88,0.706
2005-01-14T09:57:33:800,2827.25,16.088,25424.88,0.706
2005-01-14T09:57:33:925,2827.375,16.088,25424.88,0.706
2005-01-14T09:57:34:050,2827.5,16.088,24986.52,0.722
2005-01-14T09:57:34:175,2827.625,16.088,24986.52,0.722
2005-01-14T09:57:34:300,2827.75,16.088,25424.88,0.706
2005-01-14T09:57:34:425,2827.875,16.088,25424.88,0.706
2005-01-14T09:57:34:550,2828,16.088,24986.52,0.706
2005-01-14T09:57:34:675,2828.125,16.088,24986.52,0.706
2005-01-14T09:57:34:800,2828.25,16.088,25424.88,0.722
2005-01-14T09:57:34:925,2828.375,16.088,25424.88,0.722
2005-01-14T09:57:35:050,2828.5,16.088,25424.88,0.722
2005-01-14T09:57:35:175,2828.625,16.088,25424.88,0.722
2005-01-14T09:57:35:300,2828.75,16.088,24986.52,0.722
2005-01-14T09:57:35:425,2828.875,16.088,24986.52,0.722
2005-01-14T09:57:35:550,2829,16.088,25424.88,0.722
2005-01-14T09:57:35:675,2829.125,16.088,25424.88,0.722
2005-01-14T09:57:35:800,2829.25,16.088,25424.88,0.706
2005-01-14T09:57:35:925,2829.375,16.088,25424.88,0.706
2005-01-14T09:57:36:050,2829.5,16.088,24986.52,0.706
2005-01-14T09:57:36:175,2829.625,16.088,24986.52,0.706
2005-01-14T09:57:36:300,2829.75,16.088,25424.88,0.706
2005-01-14T09:57:36:425,2829.875,16.088,25424.88,0.706
2005-01-14T09:57:36:550,2830,16.088,24986.52,0.706
2005-01-14T09:57:36:675,2830.125,16.088,24986.52,0.706
2005-01-14T09:57:36:800,2830.25,16.088,25424.88,0.706
2005-01-14T09:57:36:925,2830.375,16.088,25424.88,0.706
2005-01-14T09:57:37:050,2830.5,16.088,24986.52,0.706
2005-01-14T09:57:37:175,2830.625,16.088,24986.52,0.706
2005-01-14T09:57:37:300,2830.75,16.088,24986.52,0.706
2005-01-14T09:57:37:425,2830.875,16.088,24986.52,0.706
2005-01-14T09:57:37:550,2831,16.088,24986.52,0.706
2005-01-14T09:57:37:675,2831.125,16.088,24986.52,0.706
2005-01-14T09:57:37:800,2831.25,16.088,24986.52,0.706
2005-01-14T09:57:37:925,2831.375,16.088,24986.52,0.706
2005-01-14T09:57:38:050,2831.5,16.088,25424.88,0.706
2005-01-14T09:57:38:175,2831.625,16.088,25424.88,0.706
2005-01-14T09:57:38:300,2831.75,16.088,24986.52,0.706
2005-01-14T09:57:38:425,2831.875,16.088,24986.52,0.706
2005-01-14T09:57:38:550,2832,16.088,24986.52,0.722
2005-01-14T09:57:38:675,2832.125,16.088,24986.52,0.722
2005-01-14T09:57:38:800,2832.25,16.088,25424.88,0.706
2005-01-14T09:57:38:925,2832.375,16.088,25424.88,0.706
2005-01-14T09:57:39:050,2832.5,16.088,24986.52,0.706
2005-01-14T09:57:39:175,2832.625,16.088,24986.52,0.706
2005-01-14T09:57:39:300,2832.75,16.088,25424.88,0.706
2005-01-14T09:57:39:425,2832.875,16.088,25424.88,0.706
2005-01-14T09:57:39:550,2833,16.088,24986.52,0.706
2005-01-14T09:57:39:675,2833.125,16.088,24986.52,0.706
2005-01-14T09:57:39:800,2833.25,16.088,24986.52,0.706
2005-01-14T09:57:39:925,2833.375,16.088,24986.52,0.706
2005-01-14T09:57:40:050,2833.5,16.088,24986.52,0.706
2005-01-14T09:57:40:175,2833.625,16.088,24986.52,0.706
2005-01-14T09:57:40:300,2833.75,16.088,24986.52,0.706
2005-01-14T09:57:40:425,2833.875,16.088,24986.52,0.706
2005-01-14T09:57:40:550,2834,16.088,25424.88,0.706
2005-01-14T09:57:40:675,2834.125,16.088,25424.88,0.706
2005-01-14T09:57:40:800,2834.25,16.088,24986.52,0.706
2005-01-14T09:57:40:925,2834.375,16.088,24986.52,0.706
2005-01-14T09:57:41:050,2834.5,16.088,24986.52,0.706
2005-01-14T09:57:41:175,2834.625,16.088,24986.52,0.706
2005-01-14T09:57:41:300,2834.75,16.088,24986.52,0.706
2005-01-14T09:57:41:425,2834.875,16.088,24986.52,0.706
2005-01-14T09:57:41:550,2835,16.088,24986.52,0.706
2005-01-14T09:57:41:675,2835.125,16.088,24986.52,0.706
2005-01-14T09:57:41:800,2835.25,16.088,24986.52,0.706
2005-01-14T09:57:41:925,2835.375,16.088,24986.52,0.706
2005-01-14T09:57:42:050,2835.5,16.088,24986.52,0.706
2005-01-14T09:57:42:175,2835.625,16.088,24986.52,0.706
2005-01-14T09:57:42:300,2835.75,16.088,24986.52,0.706
2005-01-14T09:57:42:425,2835.875,16.088,24986.52,0.706
2005-01-14T09:57:42:550,2836,16.088,24986.52,0.706
2005-01-14T09:57:42:675,2836.125,16.088,24986.52,0.706
2005-01-14T09:57:42:800,2836.25,16.088,24986.52,0.706
2005-01-14T09:57:42:925,2836.375,16.088,24986.52,0.706
2005-01-14T09:57:43:050,2836.5,16.088,24986.52,0.706
2005-01-14T09:57:43:175,2836.625,16.088,24986.52,0.706
2005-01-14T09:57:43:300,2836.75,16.088,24986.52,0.706
2005-01-14T09:57:43:425,2836.875,16.088,24986.52,0.706
2005-01-14T09:57:43:550,2837,16.088,24986.52,0.706
2005-01-14T09:57:43:675,2837.125,16.088,24986.52,0.706
2005-01-14T09:57:43:800,2837.25,16.088,24548.16,0.706
2005-01-14T09:57:43:925,2837.375,16.088,24548.16,0.706
2005-01-14T09:57:44:050,2837.5,16.088,24986.52,0.706
2005-01-14T09:57:44:175,2837.625,16.088,24986.52,0.706
2005-01-14T09:57:44:300,2837.75,16.088,24986.52,0.706
2005-01-14T09:57:44:425,2837.875,16.088,24986.52,0.706
2005-01-14T09:57:44:550,2838,16.088,24986.52,0.706
2005-01-14T09:57:44:675,2838.125,16.088,24986.52,0.706
2005-01-14T09:57:44:800,2838.25,16.088,24986.52,0.706
2005-01-14T09:57:44:925,2838.375,16.088,24986.52,0.706
2005-01-14T09:57:45:050,2838.5,16.088,24548.16,0.706
2005-01-14T09:57:45:175,2838.625,16.088,24548.16,0.706
2005-01-14T09:57:45:300,2838.75,16.088,24986.52,0.69
2005-01-14T09:57:45:425,2838.875,16.088,24986.52,0.69
2005-01-14T09:57:45:550,2839,16.088,25424.88,0.706
2005-01-14T09:57:45:675,2839.125,16.088,25424.88,0.706
2005-01-14T09:57:45:800,2839.25,16.088,25424.88,0.706
2005-01-14T09:57:45:925,2839.375,16.088,25424.88,0.706
2005-01-14T09:57:46:050,2839.5,16.088,25424.88,0.722
2005-01-14T09:57:46:175,2839.625,16.088,25424.88,0.722
2005-01-14T09:57:46:300,2839.75,16.088,24986.52,0.722
2005-01-14T09:57:46:425,2839.875,16.088,24986.52,0.722
2005-01-14T09:57:46:550,2840,16.088,25424.88,0.706
2005-01-14T09:57:46:675,2840.125,16.088,25424.88,0.706
2005-01-14T09:57:46:800,2840.25,16.088,25424.88,0.722
2005-01-14T09:57:46:925,2840.375,16.088,25424.88,0.722
2005-01-14T09:57:47:050,2840.5,16.088,25424.88,0.722
2005-01-14T09:57:47:175,2840.625,16.088,25424.88,0.722
2005-01-14T09:57:47:300,2840.75,16.088,24986.52,0.722
2005-01-14T09:57:47:425,2840.875,16.088,24986.52,0.722
2005-01-14T09:57:47:550,2841,16.088,25424.88,0.722
2005-01-14T09:57:47:675,2841.125,16.088,25424.88,0.722
2005-01-14T09:57:47:800,2841.25,16.088,25424.88,0.706
2005-01-14T09:57:47:925,2841.375,16.088,25424.88,0.706
2005-01-14T09:57:48:050,2841.5,16.088,24986.52,0.706
2005-01-14T09:57:48:175,2841.625,16.088,24986.52,0.706
2005-01-14T09:57:48:300,2841.75,16.088,25424.88,0.706
2005-01-14T09:57:48:425,2841.875,16.088,25424.88,0.706
2005-01-14T09:57:48:550,2842,16.088,25424.88,0.722
2005-01-14T09:57:48:675,2842.125,16.088,25424.88,0.722
2005-01-14T09:57:48:800,2842.25,16.088,24986.52,0.706
2005-01-14T09:57:48:925,2842.375,16.088,24986.52,0.706
2005-01-14T09:57:49:050,2842.5,16.088,25424.88,0.706
2005-01-14T09:57:49:175,2842.625,16.088,25424.88,0.706
2005-01-14T09:57:49:300,2842.75,16.088,24986.52,0.722
2005-01-14T09:57:49:425,2842.875,16.088,24986.52,0.722
2005-01-14T09:57:49:550,2843,16.088,24986.52,0.722
2005-01-14T09:57:49:675,2843.125,16.088,24986.52,0.722
2005-01-14T09:57:49:800,2843.25,16.088,25424.88,0.706
2005-01-14T09:57:49:925,2843.375,16.088,25424.88,0.706
2005-01-14T09:57:50:050,2843.5,16.088,24986.52,0.706
2005-01-14T09:57:50:175,2843.625,16.088,24986.52,0.706
2005-01-14T09:57:50:300,2843.75,16.088,24986.52,0.706
2005-01-14T09:57:50:425,2843.875,16.088,24986.52,0.706
2005-01-14T09:57:50:550,2844,16.088,25424.88,0.722
2005-01-14T09:57:50:675,2844.125,16.088,25424.88,0.722
2005-01-14T09:57:50:800,2844.25,16.088,24986.52,0.722
2005-01-14T09:57:50:925,2844.375,16.088,24986.52,0.722
2005-01-14T09:57:51:050,2844.5,16.088,24986.52,0.706
2005-01-14T09:57:51:175,2844.625,16.088,24986.52,0.706
2005-01-14T09:57:51:300,2844.75,16.088,24986.52,0.706
2005-01-14T09:57:51:425,2844.875,16.088,24986.52,0.706
2005-01-14T09:57:51:550,2845,16.088,24986.52,0.706
2005-01-14T09:57:51:675,2845.125,16.088,24986.52,0.706
2005-01-14T09:57:51:800,2845.25,16.088,24986.52,0.706
2005-01-14T09:57:51:925,2845.375,16.088,24986.52,0.706
2005-01-14T09:57:52:050,2845.5,16.088,25424.88,0.706
2005-01-14T09:57:52:175,2845.625,16.088,25424.88,0.706
2005-01-14T09:57:52:300,2845.75,16.088,24986.52,0.706
2005-01-14T09:57:52:425,2845.875,16.088,24986.52,0.706
2005-01-14T09:57:52:550,2846,16.088,24986.52,0.706
2005-01-14T09:57:52:675,2846.125,16.088,24986.52,0.706
2005-01-14T09:57:52:800,2846.25,16.088,25424.88,0.706
2005-01-14T09:57:52:925,2846.375,16.088,25424.88,0.706
2005-01-14T09:57:53:050,2846.5,16.088,24986.52,0.722
2005-01-14T09:57:53:175,2846.625,16.088,24986.52,0.722
2005-01-14T09:57:53:300,2846.75,16.088,24986.52,0.706
2005-01-14T09:57:53:425,2846.875,16.088,24986.52,0.706
2005-01-14T09:57:53:550,2847,16.088,25424.88,0.706
2005-01-14T09:57:53:675,2847.125,16.088,25424.88,0.706
2005-01-14T09:57:53:800,2847.25,16.088,24986.52,0.706
2005-01-14T09:57:53:925,2847.375,16.088,24986.52,0.706
2005-01-14T09:57:54:050,2847.5,16.088,24986.52,0.706
2005-01-14T09:57:54:175,2847.625,16.088,24986.52,0.706
2005-01-14T09:57:54:300,2847.75,16.088,24986.52,0.706
2005-01-14T09:57:54:425,2847.875,16.088,24986.52,0.706
2005-01-14T09:57:54:550,2848,16.088,24986.52,0.706
2005-01-14T09:57:54:675,2848.125,16.088,24986.52,0.706
2005-01-14T09:57:54:800,2848.25,16.088,24986.52,0.706
2005-01-14T09:57:54:925,2848.375,16.088,24986.52,0.706
2005-01-14T09:57:55:050,2848.5,16.088,24986.52,0.706
2005-01-14T09:57:55:175,2848.625,16.088,24986.52,0.706
2005-01-14T09:57:55:300,2848.75,16.088,24986.52,0.706
2005-01-14T09:57:55:425,2848.875,16.088,24986.52,0.706
2005-01-14T09:57:55:550,2849,16.088,24986.52,0.722
2005-01-14T09:57:55:675,2849.125,16.088,24986.52,0.722
2005-01-14T09:57:55:800,2849.25,16.088,24986.52,0.706
2005-01-14T09:57:55:925,2849.375,16.088,24986.52,0.706
2005-01-14T09:57:56:050,2849.5,16.088,24986.52,0.706
2005-01-14T09:57:56:175,2849.625,16.088,24986.52,0.706
2005-01-14T09:57:56:300,2849.75,16.088,24986.52,0.706
2005-01-14T09:57:56:425,2849.875,16.088,24986.52,0.706
2005-01-14T09:57:56:550,2850,16.088,24548.16,0.722
2005-01-14T09:57:56:675,2850.125,16.088,24548.16,0.722
2005-01-14T09:57:56:800,2850.25,16.088,24986.52,0.706
2005-01-14T09:57:56:925,2850.375,16.088,24986.52,0.706
2005-01-14T09:57:57:050,2850.5,16.088,24986.52,0.706
2005-01-14T09:57:57:175,2850.625,16.088,24986.52,0.706
2005-01-14T09:57:57:300,2850.75,16.088,24548.16,0.706
2005-01-14T09:57:57:425,2850.875,16.088,24548.16,0.706
2005-01-14T09:57:57:550,2851,16.088,24986.52,0.706
2005-01-14T09:57:57:675,2851.125,16.088,24986.52,0.706
2005-01-14T09:57:57:800,2851.25,16.088,24986.52,0.706
2005-01-14T09:57:57:925,2851.375,16.088,24986.52,0.706
2005-01-14T09:57:58:050,2851.5,16.088,24548.16,0.706
2005-01-14T09:57:58:175,2851.625,16.088,24548.16,0.706
2005-01-14T09:57:58:300,2851.75,16.088,24986.52,0.706
2005-01-14T09:57:58:425,2851.875,16.088,24986.52,0.706
2005-01-14T09:57:58:550,2852,16.088,25424.88,0.738
2005-01-14T09:57:58:675,2852.125,16.088,25424.88,0.738
2005-01-14T09:57:58:800,2852.25,16.088,25424.88,0.722
2005-01-14T09:57:58:925,2852.375,16.088,25424.88,0.722
2005-01-14T09:57:59:050,2852.5,16.088,25424.88,0.722
2005-01-14T09:57:59:175,2852.625,16.088,25424.88,0.722
2005-01-14T09:57:59:300,2852.75,16.088,24986.52,0.722
2005-01-14T09:57:59:425,2852.875,16.088,24986.52,0.722
2005-01-14T09:57:59:550,2853,16.088,24986.52,0.722
2005-01-14T09:57:59:675,2853.125,16.088,24986.52,0.722
2005-01-14T09:57:59:800,2853.25,16.088,25424.88,0.722
2005-01-14T09:57:59:925,2853.375,16.088,25424.88,0.722
2005-01-14T09:58:00:050,2853.5,16.088,25424.88,0.722
2005-01-14T09:58:00:175,2853.625,16.088,25424.88,0.722
2005-01-14T09:58:00:300,2853.75,16.088,25424.88,0.722
2005-01-14T09:58:00:425,2853.875,16.088,25424.88,0.722
2005-01-14T09:58:00:550,2854,16.088,24986.52,0.706
2005-01-14T09:58:00:675,2854.125,16.088,24986.52,0.706
2005-01-14T09:58:00:800,2854.25,16.088,25424.88,0.706
2005-01-14T09:58:00:925,2854.375,16.088,25424.88,0.706
2005-01-14T09:58:01:050,2854.5,16.088,24986.52,0.722
2005-01-14T09:58:01:175,2854.625,16.088,24986.52,0.722
2005-01-14T09:58:01:300,2854.75,16.088,24986.52,0.722
2005-01-14T09:58:01:425,2854.875,16.088,24986.52,0.722
2005-01-14T09:58:01:550,2855,16.088,25424.88,0.722
2005-01-14T09:58:01:675,2855.125,16.088,25424.88,0.722
2005-01-14T09:58:01:800,2855.25,16.088,25424.88,0.722
2005-01-14T09:58:01:925,2855.375,16.088,25424.88,0.722
2005-01-14T09:58:02:050,2855.5,16.088,24986.52,0.722
2005-01-14T09:58:02:175,2855.625,16.088,24986.52,0.722
2005-01-14T09:58:02:300,2855.75,16.088,24986.52,0.706
2005-01-14T09:58:02:425,2855.875,16.088,24986.52,0.706
2005-01-14T09:58:02:550,2856,16.088,24986.52,0.722
2005-01-14T09:58:02:675,2856.125,16.088,24986.52,0.722
2005-01-14T09:58:02:800,2856.25,16.088,25424.88,0.722
2005-01-14T09:58:02:925,2856.375,16.088,25424.88,0.722
2005-01-14T09:58:03:050,2856.5,16.088,25424.88,0.722
2005-01-14T09:58:03:175,2856.625,16.088,25424.88,0.722
2005-01-14T09:58:03:300,2856.75,16.088,24986.52,0.722
2005-01-14T09:58:03:425,2856.875,16.088,24986.52,0.722
2005-01-14T09:58:03:550,2857,16.088,24986.52,0.722
2005-01-14T09:58:03:675,2857.125,16.088,24986.52,0.722
2005-01-14T09:58:03:800,2857.25,16.088,24986.52,0.722
2005-01-14T09:58:03:925,2857.375,16.088,24986.52,0.722
2005-01-14T09:58:04:050,2857.5,16.088,24986.52,0.722
2005-01-14T09:58:04:175,2857.625,16.088,24986.52,0.722
2005-01-14T09:58:04:300,2857.75,16.088,25424.88,0.722
2005-01-14T09:58:04:425,2857.875,16.088,25424.88,0.722
2005-01-14T09:58:04:550,2858,16.088,25424.88,0.722
2005-01-14T09:58:04:675,2858.125,16.088,25424.88,0.722
2005-01-14T09:58:04:800,2858.25,16.088,24986.52,0.722
2005-01-14T09:58:04:925,2858.375,16.088,24986.52,0.722
2005-01-14T09:58:05:050,2858.5,16.088,24986.52,0.706
2005-01-14T09:58:05:175,2858.625,16.088,24986.52,0.706
2005-01-14T09:58:05:300,2858.75,16.088,24986.52,0.722
2005-01-14T09:58:05:425,2858.875,16.088,24986.52,0.722
2005-01-14T09:58:05:550,2859,16.088,24986.52,0.722
2005-01-14T09:58:05:675,2859.125,16.088,24986.52,0.722
2005-01-14T09:58:05:800,2859.25,16.088,24986.52,0.722
2005-01-14T09:58:05:925,2859.375,16.088,24986.52,0.722
2005-01-14T09:58:06:050,2859.5,16.088,24986.52,0.706
2005-01-14T09:58:06:175,2859.625,16.088,24986.52,0.706
2005-01-14T09:58:06:300,2859.75,15.078,24986.52,0.706
2005-01-14T09:58:06:425,2859.875,15.078,24986.52,0.706
2005-01-14T09:58:06:550,2860,15.078,24986.52,0.722
2005-01-14T09:58:06:675,2860.125,15.078,24986.52,0.722
2005-01-14T09:58:06:800,2860.25,15.078,24986.52,0.706
2005-01-14T09:58:06:925,2860.375,15.078,24986.52,0.706
2005-01-14T09:58:07:050,2860.5,15.078,24986.52,0.706
2005-01-14T09:58:07:175,2860.625,15.078,24986.52,0.706
2005-01-14T09:58:07:300,2860.75,15.078,24986.52,0.722
2005-01-14T09:58:07:425,2860.875,15.078,24986.52,0.722
2005-01-14T09:58:07:550,2861,15.078,25424.88,0.722
2005-01-14T09:58:07:675,2861.125,15.078,25424.88,0.722
2005-01-14T09:58:07:800,2861.25,15.078,24986.52,0.722
2005-01-14T09:58:07:925,2861.375,15.078,24986.52,0.722
2005-01-14T09:58:08:050,2861.5,15.078,24986.52,0.722
2005-01-14T09:58:08:175,2861.625,15.078,24986.52,0.722
2005-01-14T09:58:08:300,2861.75,15.078,24986.52,0.722
2005-01-14T09:58:08:425,2861.875,15.078,24986.52,0.722
2005-01-14T09:58:08:550,2862,15.078,24986.52,0.722
2005-01-14T09:58:08:675,2862.125,15.078,24986.52,0.722
2005-01-14T09:58:08:800,2862.25,15.078,24986.52,0.706
2005-01-14T09:58:08:925,2862.375,15.078,24986.52,0.706
2005-01-14T09:58:09:050,2862.5,15.078,24986.52,0.722
2005-01-14T09:58:09:175,2862.625,15.078,24986.52,0.722
2005-01-14T09:58:09:300,2862.75,15.078,24986.52,0.722
2005-01-14T09:58:09:425,2862.875,15.078,24986.52,0.722
2005-01-14T09:58:09:550,2863,15.078,24986.52,0.722
2005-01-14T09:58:09:675,2863.125,15.078,24986.52,0.722
2005-01-14T09:58:09:800,2863.25,15.078,24986.52,0.722
2005-01-14T09:58:09:925,2863.375,15.078,24986.52,0.722
2005-01-14T09:58:10:050,2863.5,15.078,24986.52,0.706
2005-01-14T09:58:10:175,2863.625,15.078,24986.52,0.706
2005-01-14T09:58:10:300,2863.75,15.078,24986.52,0.706
2005-01-14T09:58:10:425,2863.875,15.078,24986.52,0.706
2005-01-14T09:58:10:550,2864,15.078,24986.52,0.706
2005-01-14T09:58:10:675,2864.125,15.078,24986.52,0.706
2005-01-14T09:58:10:800,2864.25,15.078,24986.52,0.706
2005-01-14T09:58:10:925,2864.375,15.078,24986.52,0.706
2005-01-14T09:58:11:050,2864.5,15.078,24986.52,0.722
2005-01-14T09:58:11:175,2864.625,15.078,24986.52,0.722
2005-01-14T09:58:11:300,2864.75,15.078,24986.52,0.706
2005-01-14T09:58:11:425,2864.875,15.078,24986.52,0.706
2005-01-14T09:58:11:550,2865,15.078,25424.88,0.722
2005-01-14T09:58:11:675,2865.125,15.078,25424.88,0.722
2005-01-14T09:58:11:800,2865.25,15.078,24986.52,0.722
2005-01-14T09:58:11:925,2865.375,15.078,24986.52,0.722
2005-01-14T09:58:12:050,2865.5,15.078,24986.52,0.722
2005-01-14T09:58:12:175,2865.625,15.078,24986.52,0.722
2005-01-14T09:58:12:300,2865.75,15.078,24986.52,0.722
2005-01-14T09:58:12:425,2865.875,15.078,24986.52,0.722
2005-01-14T09:58:12:550,2866,15.078,24986.52,0.722
2005-01-14T09:58:12:675,2866.125,15.078,24986.52,0.722
2005-01-14T09:58:12:800,2866.25,15.078,24986.52,0.722
2005-01-14T09:58:12:925,2866.375,15.078,24986.52,0.722
2005-01-14T09:58:13:050,2866.5,15.078,24986.52,0.722
2005-01-14T09:58:13:175,2866.625,15.078,24986.52,0.722
2005-01-14T09:58:13:300,2866.75,15.078,25424.88,0.722
2005-01-14T09:58:13:425,2866.875,15.078,25424.88,0.722
2005-01-14T09:58:13:550,2867,15.078,25424.88,0.722
