UTC TIME,ACP SAMPLING TIME,PTPM-PUMP MOTOR TEMPERATURE,PUMP SPEED,PUMP CURRENT
2005-01-14T09:47:59:925,2253.375,22.155,25424.88,0.497
2005-01-14T09:48:00:050,2253.5,22.155,25424.88,0.513
2005-01-14T09:48:00:175,2253.625,22.155,25424.88,0.513
2005-01-14T09:48:00:300,2253.75,22.155,25424.88,0.513
2005-01-14T09:48:00:425,2253.875,22.155,25424.88,0.513
2005-01-14T09:48:00:550,2254,22.155,25424.88,0.513
2005-01-14T09:48:00:675,2254.125,22.155,25424.88,0.513
2005-01-14T09:48:00:800,2254.25,22.155,25424.88,0.513
2005-01-14T09:48:00:925,2254.375,22.155,25424.88,0.513
2005-01-14T09:48:01:050,2254.5,22.155,25424.88,0.497
2005-01-14T09:48:01:175,2254.625,22.155,25424.88,0.497
2005-01-14T09:48:01:300,2254.75,22.155,25424.88,0.497
2005-01-14T09:48:01:425,2254.875,22.155,25424.88,0.497
2005-01-14T09:48:01:550,2255,22.155,25863.24,0.497
2005-01-14T09:48:01:675,2255.125,22.155,25863.24,0.497
2005-01-14T09:48:01:800,2255.25,22.155,25424.88,0.497
2005-01-14T09:48:01:925,2255.375,22.155,25424.88,0.497
2005-01-14T09:48:02:050,2255.5,22.155,25424.88,0.497
2005-01-14T09:48:02:175,2255.625,22.155,25424.88,0.497
2005-01-14T09:48:02:300,2255.75,22.155,25424.88,0.513
2005-01-14T09:48:02:425,2255.875,22.155,25424.88,0.513
2005-01-14T09:48:02:550,2256,22.155,25424.88,0.513
2005-01-14T09:48:02:675,2256.125,22.155,25424.88,0.513
2005-01-14T09:48:02:800,2256.25,22.155,25863.24,0.513
2005-01-14T09:48:02:925,2256.375,22.155,25863.24,0.513
2005-01-14T09:48:03:050,2256.5,22.155,25863.24,0.513
2005-01-14T09:48:03:175,2256.625,22.155,25863.24,0.513
2005-01-14T09:48:03:300,2256.75,22.155,25863.24,0.513
2005-01-14T09:48:03:425,2256.875,22.155,25863.24,0.513
2005-01-14T09:48:03:550,2257,22.155,25863.24,0.513
2005-01-14T09:48:03:675,2257.125,22.155,25863.24,0.513
2005-01-14T09:48:03:800,2257.25,22.155,25863.24,0.513
2005-01-14T09:48:03:925,2257.375,22.155,25863.24,0.513
2005-01-14T09:48:04:050,2257.5,22.155,25863.24,0.513
2005-01-14T09:48:04:175,2257.625,22.155,25863.24,0.513
2005-01-14T09:48:04:300,2257.75,22.155,25863.24,0.513
2005-01-14T09:48:04:425,2257.875,22.155,25863.24,0.513
2005-01-14T09:48:04:550,2258,22.155,25863.24,0.513
2005-01-14T09:48:04:675,2258.125,22.155,25863.24,0.513
2005-01-14T09:48:04:800,2258.25,22.155,25424.88,0.513
2005-01-14T09:48:04:925,2258.375,22.155,25424.88,0.513
2005-01-14T09:48:05:050,2258.5,22.155,25863.24,0.513
2005-01-14T09:48:05:175,2258.625,22.155,25863.24,0.513
2005-01-14T09:48:05:300,2258.75,22.155,25863.24,0.513
2005-01-14T09:48:05:425,2258.875,22.155,25863.24,0.513
2005-01-14T09:48:05:550,2259,22.155,25863.24,0.513
2005-01-14T09:48:05:675,2259.125,22.155,25863.24,0.513
2005-01-14T09:48:05:800,2259.25,22.155,25863.24,0.513
2005-01-14T09:48:05:925,2259.375,22.155,25863.24,0.513
2005-01-14T09:48:06:050,2259.5,22.155,25424.88,0.513
2005-01-14T09:48:06:175,2259.625,22.155,25424.88,0.513
2005-01-14T09:48:06:300,2259.75,22.155,25424.88,0.513
2005-01-14T09:48:06:425,2259.875,22.155,25424.88,0.513
2005-01-14T09:48:06:550,2260,22.155,25424.88,0.513
2005-01-14T09:48:06:675,2260.125,22.155,25424.88,0.513
2005-01-14T09:48:06:800,2260.25,22.155,25863.24,0.513
2005-01-14T09:48:06:925,2260.375,22.155,25863.24,0.513
2005-01-14T09:48:07:050,2260.5,22.155,25863.24,0.513
2005-01-14T09:48:07:175,2260.625,22.155,25863.24,0.513
2005-01-14T09:48:07:300,2260.75,22.155,25863.24,0.513
2005-01-14T09:48:07:425,2260.875,22.155,25863.24,0.513
2005-01-14T09:48:07:550,2261,22.155,25424.88,0.513
2005-01-14T09:48:07:675,2261.125,22.155,25424.88,0.513
2005-01-14T09:48:07:800,2261.25,22.155,25424.88,0.513
2005-01-14T09:48:07:925,2261.375,22.155,25424.88,0.513
2005-01-14T09:48:08:050,2261.5,22.155,25424.88,0.513
2005-01-14T09:48:08:175,2261.625,22.155,25424.88,0.513
2005-01-14T09:48:08:300,2261.75,22.155,25863.24,0.513
2005-01-14T09:48:08:425,2261.875,22.155,25863.24,0.513
2005-01-14T09:48:08:550,2262,22.155,25863.24,0.513
2005-01-14T09:48:08:675,2262.125,22.155,25863.24,0.513
2005-01-14T09:48:08:800,2262.25,22.155,25863.24,0.513
2005-01-14T09:48:08:925,2262.375,22.155,25863.24,0.513
2005-01-14T09:48:09:050,2262.5,22.155,25424.88,0.513
2005-01-14T09:48:09:175,2262.625,22.155,25424.88,0.513
2005-01-14T09:48:09:300,2262.75,22.155,25424.88,0.513
2005-01-14T09:48:09:425,2262.875,22.155,25424.88,0.513
2005-01-14T09:48:09:550,2263,22.155,25424.88,0.513
2005-01-14T09:48:09:675,2263.125,22.155,25424.88,0.513
2005-01-14T09:48:09:800,2263.25,22.155,25424.88,0.497
2005-01-14T09:48:09:925,2263.375,22.155,25424.88,0.497
2005-01-14T09:48:10:050,2263.5,22.155,25863.24,0.513
2005-01-14T09:48:10:175,2263.625,22.155,25863.24,0.513
2005-01-14T09:48:10:300,2263.75,22.155,25863.24,0.513
2005-01-14T09:48:10:425,2263.875,22.155,25863.24,0.513
2005-01-14T09:48:10:550,2264,22.155,25424.88,0.513
2005-01-14T09:48:10:675,2264.125,22.155,25424.88,0.513
2005-01-14T09:48:10:800,2264.25,22.155,25424.88,0.497
2005-01-14T09:48:10:925,2264.375,22.155,25424.88,0.497
2005-01-14T09:48:11:050,2264.5,22.155,25424.88,0.513
2005-01-14T09:48:11:175,2264.625,22.155,25424.88,0.513
2005-01-14T09:48:11:300,2264.75,22.155,25424.88,0.513
2005-01-14T09:48:11:425,2264.875,22.155,25424.88,0.513
2005-01-14T09:48:11:550,2265,22.155,25424.88,0.513
2005-01-14T09:48:11:675,2265.125,22.155,25424.88,0.513
2005-01-14T09:48:11:800,2265.25,22.155,25863.24,0.513
2005-01-14T09:48:11:925,2265.375,22.155,25863.24,0.513
2005-01-14T09:48:12:050,2265.5,22.155,25863.24,0.513
2005-01-14T09:48:12:175,2265.625,22.155,25863.24,0.513
2005-01-14T09:48:12:300,2265.75,22.155,25424.88,0.513
2005-01-14T09:48:12:425,2265.875,22.155,25424.88,0.513
2005-01-14T09:48:12:550,2266,22.155,25424.88,0.513
2005-01-14T09:48:12:675,2266.125,22.155,25424.88,0.513
2005-01-14T09:48:12:800,2266.25,22.155,25424.88,0.513
2005-01-14T09:48:12:925,2266.375,22.155,25424.88,0.513
2005-01-14T09:48:13:050,2266.5,22.155,25424.88,0.513
2005-01-14T09:48:13:175,2266.625,22.155,25424.88,0.513
2005-01-14T09:48:13:300,2266.75,22.155,25424.88,0.513
2005-01-14T09:48:13:425,2266.875,22.155,25424.88,0.513
2005-01-14T09:48:13:550,2267,22.155,25424.88,0.513
2005-01-14T09:48:13:675,2267.125,22.155,25424.88,0.513
2005-01-14T09:48:13:800,2267.25,22.155,25863.24,0.513
2005-01-14T09:48:13:925,2267.375,22.155,25863.24,0.513
2005-01-14T09:48:14:050,2267.5,22.155,25424.88,0.497
2005-01-14T09:48:14:175,2267.625,22.155,25424.88,0.497
2005-01-14T09:48:14:300,2267.75,22.155,25424.88,0.513
2005-01-14T09:48:14:425,2267.875,22.155,25424.88,0.513
2005-01-14T09:48:14:550,2268,22.155,25424.88,0.513
2005-01-14T09:48:14:675,2268.125,22.155,25424.88,0.513
2005-01-14T09:48:14:800,2268.25,22.155,25424.88,0.513
2005-01-14T09:48:14:925,2268.375,22.155,25424.88,0.513
2005-01-14T09:48:15:050,2268.5,22.155,25424.88,0.513
2005-01-14T09:48:15:175,2268.625,22.155,25424.88,0.513
2005-01-14T09:48:15:300,2268.75,22.155,25424.88,0.497
2005-01-14T09:48:15:425,2268.875,22.155,25424.88,0.497
2005-01-14T09:48:15:550,2269,22.155,25424.88,0.497
2005-01-14T09:48:15:675,2269.125,22.155,25424.88,0.497
2005-01-14T09:48:15:800,2269.25,22.155,25863.24,0.513
2005-01-14T09:48:15:925,2269.375,22.155,25863.24,0.513
2005-01-14T09:48:16:050,2269.5,22.155,25424.88,0.513
2005-01-14T09:48:16:175,2269.625,22.155,25424.88,0.513
2005-01-14T09:48:16:300,2269.75,22.155,25863.24,0.513
2005-01-14T09:48:16:425,2269.875,22.155,25863.24,0.513
2005-01-14T09:48:16:550,2270,22.155,25863.24,0.513
2005-01-14T09:48:16:675,2270.125,22.155,25863.24,0.513
2005-01-14T09:48:16:800,2270.25,22.155,25863.24,0.513
2005-01-14T09:48:16:925,2270.375,22.155,25863.24,0.513
2005-01-14T09:48:17:050,2270.5,22.155,25863.24,0.513
2005-01-14T09:48:17:175,2270.625,22.155,25863.24,0.513
2005-01-14T09:48:17:300,2270.75,22.155,25863.24,0.513
2005-01-14T09:48:17:425,2270.875,22.155,25863.24,0.513
2005-01-14T09:48:17:550,2271,22.155,25863.24,0.513
2005-01-14T09:48:17:675,2271.125,22.155,25863.24,0.513
2005-01-14T09:48:17:800,2271.25,22.155,25863.24,0.513
2005-01-14T09:48:17:925,2271.375,22.155,25863.24,0.513
2005-01-14T09:48:18:050,2271.5,22.155,25863.24,0.513
2005-01-14T09:48:18:175,2271.625,22.155,25863.24,0.513
2005-01-14T09:48:18:300,2271.75,22.155,25424.88,0.513
2005-01-14T09:48:18:425,2271.875,22.155,25424.88,0.513
2005-01-14T09:48:18:550,2272,22.155,25424.88,0.513
2005-01-14T09:48:18:675,2272.125,22.155,25424.88,0.513
2005-01-14T09:48:18:800,2272.25,22.155,25424.88,0.513
2005-01-14T09:48:18:925,2272.375,22.155,25424.88,0.513
2005-01-14T09:48:19:050,2272.5,22.155,25863.24,0.513
2005-01-14T09:48:19:175,2272.625,22.155,25863.24,0.513
2005-01-14T09:48:19:300,2272.75,22.155,25863.24,0.513
2005-01-14T09:48:19:425,2272.875,22.155,25863.24,0.513
2005-01-14T09:48:19:550,2273,22.155,25863.24,0.513
2005-01-14T09:48:19:675,2273.125,22.155,25863.24,0.513
2005-01-14T09:48:19:800,2273.25,22.155,25863.24,0.513
2005-01-14T09:48:19:925,2273.375,22.155,25863.24,0.513
2005-01-14T09:48:20:050,2273.5,22.155,25863.24,0.513
2005-01-14T09:48:20:175,2273.625,22.155,25863.24,0.513
2005-01-14T09:48:20:300,2273.75,22.155,25863.24,0.513
2005-01-14T09:48:20:425,2273.875,22.155,25863.24,0.513
2005-01-14T09:48:20:550,2274,22.155,25863.24,0.513
2005-01-14T09:48:20:675,2274.125,22.155,25863.24,0.513
2005-01-14T09:48:20:800,2274.25,22.155,25424.88,0.513
2005-01-14T09:48:20:925,2274.375,22.155,25424.88,0.513
2005-01-14T09:48:21:050,2274.5,22.155,25424.88,0.513
2005-01-14T09:48:21:175,2274.625,22.155,25424.88,0.513
2005-01-14T09:48:21:300,2274.75,22.155,25424.88,0.513
2005-01-14T09:48:21:425,2274.875,22.155,25424.88,0.513
2005-01-14T09:48:21:550,2275,22.155,25424.88,0.513
2005-01-14T09:48:21:675,2275.125,22.155,25424.88,0.513
2005-01-14T09:48:21:800,2275.25,22.155,25424.88,0.513
2005-01-14T09:48:21:925,2275.375,22.155,25424.88,0.513
2005-01-14T09:48:22:050,2275.5,22.155,25863.24,0.513
2005-01-14T09:48:22:175,2275.625,22.155,25863.24,0.513
2005-01-14T09:48:22:300,2275.75,22.155,25863.24,0.513
2005-01-14T09:48:22:425,2275.875,22.155,25863.24,0.513
2005-01-14T09:48:22:550,2276,22.155,25863.24,0.513
2005-01-14T09:48:22:675,2276.125,22.155,25863.24,0.513
2005-01-14T09:48:22:800,2276.25,22.155,25863.24,0.513
2005-01-14T09:48:22:925,2276.375,22.155,25863.24,0.513
2005-01-14T09:48:23:050,2276.5,22.155,25863.24,0.513
2005-01-14T09:48:23:175,2276.625,22.155,25863.24,0.513
2005-01-14T09:48:23:300,2276.75,22.155,25424.88,0.513
2005-01-14T09:48:23:425,2276.875,22.155,25424.88,0.513
2005-01-14T09:48:23:550,2277,22.155,25424.88,0.513
2005-01-14T09:48:23:675,2277.125,22.155,25424.88,0.513
2005-01-14T09:48:23:800,2277.25,22.155,25424.88,0.513
2005-01-14T09:48:23:925,2277.375,22.155,25424.88,0.513
2005-01-14T09:48:24:050,2277.5,22.155,25424.88,0.513
2005-01-14T09:48:24:175,2277.625,22.155,25424.88,0.513
2005-01-14T09:48:24:300,2277.75,22.155,25424.88,0.513
2005-01-14T09:48:24:425,2277.875,22.155,25424.88,0.513
2005-01-14T09:48:24:550,2278,22.155,25424.88,0.513
2005-01-14T09:48:24:675,2278.125,22.155,25424.88,0.513
2005-01-14T09:48:24:800,2278.25,22.155,25424.88,0.513
2005-01-14T09:48:24:925,2278.375,22.155,25424.88,0.513
2005-01-14T09:48:25:050,2278.5,22.155,25424.88,0.513
2005-01-14T09:48:25:175,2278.625,22.155,25424.88,0.513
2005-01-14T09:48:25:300,2278.75,22.155,25863.24,0.513
2005-01-14T09:48:25:425,2278.875,22.155,25863.24,0.513
2005-01-14T09:48:25:550,2279,22.155,25863.24,0.513
2005-01-14T09:48:25:675,2279.125,22.155,25863.24,0.513
2005-01-14T09:48:25:800,2279.25,22.155,25863.24,0.513
2005-01-14T09:48:25:925,2279.375,22.155,25863.24,0.513
2005-01-14T09:48:26:050,2279.5,22.155,25424.88,0.513
2005-01-14T09:48:26:175,2279.625,22.155,25424.88,0.513
2005-01-14T09:48:26:300,2279.75,22.155,25424.88,0.513
2005-01-14T09:48:26:425,2279.875,22.155,25424.88,0.513
2005-01-14T09:48:26:550,2280,22.155,25424.88,0.513
2005-01-14T09:48:26:675,2280.125,22.155,25424.88,0.513
2005-01-14T09:48:26:800,2280.25,22.155,25424.88,0.513
2005-01-14T09:48:26:925,2280.375,22.155,25424.88,0.513
2005-01-14T09:48:27:050,2280.5,22.155,25424.88,0.513
2005-01-14T09:48:27:175,2280.625,22.155,25424.88,0.513
2005-01-14T09:48:27:300,2280.75,22.155,25424.88,0.513
2005-01-14T09:48:27:425,2280.875,22.155,25424.88,0.513
2005-01-14T09:48:27:550,2281,22.155,25424.88,0.513
2005-01-14T09:48:27:675,2281.125,22.155,25424.88,0.513
2005-01-14T09:48:27:800,2281.25,22.155,25424.88,0.513
2005-01-14T09:48:27:925,2281.375,22.155,25424.88,0.513
2005-01-14T09:48:28:050,2281.5,22.155,25424.88,0.513
2005-01-14T09:48:28:175,2281.625,22.155,25424.88,0.513
2005-01-14T09:48:28:300,2281.75,22.155,25424.88,0.513
2005-01-14T09:48:28:425,2281.875,22.155,25424.88,0.513
2005-01-14T09:48:28:550,2282,22.155,25863.24,0.513
2005-01-14T09:48:28:675,2282.125,22.155,25863.24,0.513
2005-01-14T09:48:28:800,2282.25,22.155,25863.24,0.513
2005-01-14T09:48:28:925,2282.375,22.155,25863.24,0.513
2005-01-14T09:48:29:050,2282.5,22.155,25424.88,0.513
2005-01-14T09:48:29:175,2282.625,22.155,25424.88,0.513
2005-01-14T09:48:29:300,2282.75,22.155,25424.88,0.513
2005-01-14T09:48:29:425,2282.875,22.155,25424.88,0.513
2005-01-14T09:48:29:550,2283,22.155,25424.88,0.513
2005-01-14T09:48:29:675,2283.125,22.155,25424.88,0.513
2005-01-14T09:48:29:800,2283.25,22.155,25863.24,0.513
2005-01-14T09:48:29:925,2283.375,22.155,25863.24,0.513
2005-01-14T09:48:30:050,2283.5,22.155,25863.24,0.513
2005-01-14T09:48:30:175,2283.625,22.155,25863.24,0.513
2005-01-14T09:48:30:300,2283.75,22.155,25863.24,0.513
2005-01-14T09:48:30:425,2283.875,22.155,25863.24,0.513
2005-01-14T09:48:30:550,2284,22.155,25863.24,0.513
2005-01-14T09:48:30:675,2284.125,22.155,25863.24,0.513
2005-01-14T09:48:30:800,2284.25,22.155,25863.24,0.513
2005-01-14T09:48:30:925,2284.375,22.155,25863.24,0.513
2005-01-14T09:48:31:050,2284.5,22.155,25863.24,0.513
2005-01-14T09:48:31:175,2284.625,22.155,25863.24,0.513
2005-01-14T09:48:31:300,2284.75,22.155,25863.24,0.513
2005-01-14T09:48:31:425,2284.875,22.155,25863.24,0.513
2005-01-14T09:48:31:550,2285,22.155,25863.24,0.513
2005-01-14T09:48:31:675,2285.125,22.155,25863.24,0.513
2005-01-14T09:48:31:800,2285.25,22.155,25863.24,0.513
2005-01-14T09:48:31:925,2285.375,22.155,25863.24,0.513
2005-01-14T09:48:32:050,2285.5,22.155,25863.24,0.513
2005-01-14T09:48:32:175,2285.625,22.155,25863.24,0.513
2005-01-14T09:48:32:300,2285.75,22.155,25863.24,0.513
2005-01-14T09:48:32:425,2285.875,22.155,25863.24,0.513
2005-01-14T09:48:32:550,2286,22.155,25863.24,0.513
2005-01-14T09:48:32:675,2286.125,22.155,25863.24,0.513
2005-01-14T09:48:32:800,2286.25,22.155,25863.24,0.513
2005-01-14T09:48:32:925,2286.375,22.155,25863.24,0.513
2005-01-14T09:48:33:050,2286.5,22.155,25424.88,0.513
2005-01-14T09:48:33:175,2286.625,22.155,25424.88,0.513
2005-01-14T09:48:33:300,2286.75,22.155,25424.88,0.513
2005-01-14T09:48:33:425,2286.875,22.155,25424.88,0.513
2005-01-14T09:48:33:550,2287,22.155,25424.88,0.513
2005-01-14T09:48:33:675,2287.125,22.155,25424.88,0.513
2005-01-14T09:48:33:800,2287.25,22.155,25424.88,0.513
2005-01-14T09:48:33:925,2287.375,22.155,25424.88,0.513
2005-01-14T09:48:34:050,2287.5,22.155,25424.88,0.513
2005-01-14T09:48:34:175,2287.625,22.155,25424.88,0.513
2005-01-14T09:48:34:300,2287.75,22.155,25424.88,0.513
2005-01-14T09:48:34:425,2287.875,22.155,25424.88,0.513
2005-01-14T09:48:34:550,2288,22.155,25424.88,0.513
2005-01-14T09:48:34:675,2288.125,22.155,25424.88,0.513
2005-01-14T09:48:34:800,2288.25,22.155,25424.88,0.513
2005-01-14T09:48:34:925,2288.375,22.155,25424.88,0.513
2005-01-14T09:48:35:050,2288.5,22.155,25424.88,0.513
2005-01-14T09:48:35:175,2288.625,22.155,25424.88,0.513
2005-01-14T09:48:35:300,2288.75,22.155,25424.88,0.513
2005-01-14T09:48:35:425,2288.875,22.155,25424.88,0.513
2005-01-14T09:48:35:550,2289,22.155,25424.88,0.513
2005-01-14T09:48:35:675,2289.125,22.155,25424.88,0.513
2005-01-14T09:48:35:800,2289.25,22.155,25424.88,0.513
2005-01-14T09:48:35:925,2289.375,22.155,25424.88,0.513
2005-01-14T09:48:36:050,2289.5,22.155,25424.88,0.513
2005-01-14T09:48:36:175,2289.625,22.155,25424.88,0.513
2005-01-14T09:48:36:300,2289.75,22.155,25424.88,0.513
2005-01-14T09:48:36:425,2289.875,22.155,25424.88,0.513
2005-01-14T09:48:36:550,2290,22.155,25863.24,0.513
2005-01-14T09:48:36:675,2290.125,22.155,25863.24,0.513
2005-01-14T09:48:36:800,2290.25,22.155,25863.24,0.513
2005-01-14T09:48:36:925,2290.375,22.155,25863.24,0.513
2005-01-14T09:48:37:050,2290.5,22.155,25863.24,0.513
2005-01-14T09:48:37:175,2290.625,22.155,25863.24,0.513
2005-01-14T09:48:37:300,2290.75,22.155,25863.24,0.513
2005-01-14T09:48:37:425,2290.875,22.155,25863.24,0.513
2005-01-14T09:48:37:550,2291,22.155,25863.24,0.513
2005-01-14T09:48:37:675,2291.125,22.155,25863.24,0.513
2005-01-14T09:48:37:800,2291.25,22.155,25863.24,0.513
2005-01-14T09:48:37:925,2291.375,22.155,25863.24,0.513
2005-01-14T09:48:38:050,2291.5,22.155,25863.24,0.513
2005-01-14T09:48:38:175,2291.625,22.155,25863.24,0.513
2005-01-14T09:48:38:300,2291.75,22.155,25863.24,0.513
2005-01-14T09:48:38:425,2291.875,22.155,25863.24,0.513
2005-01-14T09:48:38:550,2292,22.155,25424.88,0.513
2005-01-14T09:48:38:675,2292.125,22.155,25424.88,0.513
2005-01-14T09:48:38:800,2292.25,22.155,25424.88,0.513
2005-01-14T09:48:38:925,2292.375,22.155,25424.88,0.513
2005-01-14T09:48:39:050,2292.5,22.155,25424.88,0.513
2005-01-14T09:48:39:175,2292.625,22.155,25424.88,0.513
2005-01-14T09:48:39:300,2292.75,22.155,25424.88,0.513
2005-01-14T09:48:39:425,2292.875,22.155,25424.88,0.513
2005-01-14T09:48:39:550,2293,22.155,25424.88,0.513
2005-01-14T09:48:39:675,2293.125,22.155,25424.88,0.513
2005-01-14T09:48:39:800,2293.25,22.155,25424.88,0.513
2005-01-14T09:48:39:925,2293.375,22.155,25424.88,0.513
2005-01-14T09:48:40:050,2293.5,22.155,25424.88,0.513
2005-01-14T09:48:40:175,2293.625,22.155,25424.88,0.513
2005-01-14T09:48:40:300,2293.75,22.155,25424.88,0.513
2005-01-14T09:48:40:425,2293.875,22.155,25424.88,0.513
2005-01-14T09:48:40:550,2294,22.155,25424.88,0.513
2005-01-14T09:48:40:675,2294.125,22.155,25424.88,0.513
2005-01-14T09:48:40:800,2294.25,22.155,25424.88,0.513
2005-01-14T09:48:40:925,2294.375,22.155,25424.88,0.513
2005-01-14T09:48:41:050,2294.5,22.155,25424.88,0.513
2005-01-14T09:48:41:175,2294.625,22.155,25424.88,0.513
2005-01-14T09:48:41:300,2294.75,22.155,25424.88,0.513
2005-01-14T09:48:41:425,2294.875,22.155,25424.88,0.513
2005-01-14T09:48:41:550,2295,22.155,25863.24,0.53
2005-01-14T09:48:41:675,2295.125,22.155,25863.24,0.53
2005-01-14T09:48:41:800,2295.25,22.155,25863.24,0.513
2005-01-14T09:48:41:925,2295.375,22.155,25863.24,0.513
2005-01-14T09:48:42:050,2295.5,22.155,25863.24,0.53
2005-01-14T09:48:42:175,2295.625,22.155,25863.24,0.53
2005-01-14T09:48:42:300,2295.75,22.155,25863.24,0.513
2005-01-14T09:48:42:425,2295.875,22.155,25863.24,0.513
2005-01-14T09:48:42:550,2296,22.155,25863.24,0.513
2005-01-14T09:48:42:675,2296.125,22.155,25863.24,0.513
2005-01-14T09:48:42:800,2296.25,22.155,25863.24,0.513
2005-01-14T09:48:42:925,2296.375,22.155,25863.24,0.513
2005-01-14T09:48:43:050,2296.5,22.155,25863.24,0.513
2005-01-14T09:48:43:175,2296.625,22.155,25863.24,0.513
2005-01-14T09:48:43:300,2296.75,22.155,25863.24,0.53
2005-01-14T09:48:43:425,2296.875,22.155,25863.24,0.53
2005-01-14T09:48:43:550,2297,22.155,25863.24,0.513
2005-01-14T09:48:43:675,2297.125,22.155,25863.24,0.513
2005-01-14T09:48:43:800,2297.25,22.155,25863.24,0.53
2005-01-14T09:48:43:925,2297.375,22.155,25863.24,0.53
2005-01-14T09:48:44:050,2297.5,22.155,25863.24,0.513
2005-01-14T09:48:44:175,2297.625,22.155,25863.24,0.513
2005-01-14T09:48:44:300,2297.75,22.155,25863.24,0.513
2005-01-14T09:48:44:425,2297.875,22.155,25863.24,0.513
2005-01-14T09:48:44:550,2298,22.155,25863.24,0.513
2005-01-14T09:48:44:675,2298.125,22.155,25863.24,0.513
2005-01-14T09:48:44:800,2298.25,22.155,25863.24,0.513
2005-01-14T09:48:44:925,2298.375,22.155,25863.24,0.513
2005-01-14T09:48:45:050,2298.5,22.155,25863.24,0.513
2005-01-14T09:48:45:175,2298.625,22.155,25863.24,0.513
2005-01-14T09:48:45:300,2298.75,22.155,25863.24,0.513
2005-01-14T09:48:45:425,2298.875,22.155,25863.24,0.513
2005-01-14T09:48:45:550,2299,22.155,25863.24,0.513
2005-01-14T09:48:45:675,2299.125,22.155,25863.24,0.513
2005-01-14T09:48:45:800,2299.25,22.155,25863.24,0.513
2005-01-14T09:48:45:925,2299.375,22.155,25863.24,0.513
2005-01-14T09:48:46:050,2299.5,22.155,25863.24,0.53
2005-01-14T09:48:46:175,2299.625,22.155,25863.24,0.53
2005-01-14T09:48:46:300,2299.75,22.155,25863.24,0.513
2005-01-14T09:48:46:425,2299.875,22.155,25863.24,0.513
2005-01-14T09:48:46:550,2300,22.155,25424.88,0.513
2005-01-14T09:48:46:675,2300.125,22.155,25424.88,0.513
2005-01-14T09:48:46:800,2300.25,22.155,25424.88,0.513
2005-01-14T09:48:46:925,2300.375,22.155,25424.88,0.513
2005-01-14T09:48:47:050,2300.5,22.155,25424.88,0.513
2005-01-14T09:48:47:175,2300.625,22.155,25424.88,0.513
2005-01-14T09:48:47:300,2300.75,22.155,25424.88,0.513
2005-01-14T09:48:47:425,2300.875,22.155,25424.88,0.513
2005-01-14T09:48:47:550,2301,22.155,25424.88,0.53
2005-01-14T09:48:47:675,2301.125,22.155,25424.88,0.53
2005-01-14T09:48:47:800,2301.25,22.155,25424.88,0.513
2005-01-14T09:48:47:925,2301.375,22.155,25424.88,0.513
2005-01-14T09:48:48:050,2301.5,22.155,25424.88,0.513
2005-01-14T09:48:48:175,2301.625,22.155,25424.88,0.513
2005-01-14T09:48:48:300,2301.75,22.155,25424.88,0.513
2005-01-14T09:48:48:425,2301.875,22.155,25424.88,0.513
2005-01-14T09:48:48:550,2302,22.155,25424.88,0.513
2005-01-14T09:48:48:675,2302.125,22.155,25424.88,0.513
2005-01-14T09:48:48:800,2302.25,22.155,25424.88,0.513
2005-01-14T09:48:48:925,2302.375,22.155,25424.88,0.513
2005-01-14T09:48:49:050,2302.5,22.155,25424.88,0.513
2005-01-14T09:48:49:175,2302.625,22.155,25424.88,0.513
2005-01-14T09:48:49:300,2302.75,22.155,25424.88,0.513
2005-01-14T09:48:49:425,2302.875,22.155,25424.88,0.513
2005-01-14T09:48:49:550,2303,22.155,25424.88,0.513
2005-01-14T09:48:49:675,2303.125,22.155,25424.88,0.513
2005-01-14T09:48:49:800,2303.25,22.155,25424.88,0.513
2005-01-14T09:48:49:925,2303.375,22.155,25424.88,0.513
2005-01-14T09:48:50:050,2303.5,22.155,25424.88,0.513
2005-01-14T09:48:50:175,2303.625,22.155,25424.88,0.513
2005-01-14T09:48:50:300,2303.75,22.155,25424.88,0.513
2005-01-14T09:48:50:425,2303.875,22.155,25424.88,0.513
2005-01-14T09:48:50:550,2304,22.155,25424.88,0.513
2005-01-14T09:48:50:675,2304.125,22.155,25424.88,0.513
2005-01-14T09:48:50:800,2304.25,22.155,25424.88,0.513
2005-01-14T09:48:50:925,2304.375,22.155,25424.88,0.513
2005-01-14T09:48:51:050,2304.5,22.155,25424.88,0.513
2005-01-14T09:48:51:175,2304.625,22.155,25424.88,0.513
2005-01-14T09:48:51:300,2304.75,22.155,25424.88,0.513
2005-01-14T09:48:51:425,2304.875,22.155,25424.88,0.513
2005-01-14T09:48:51:550,2305,22.155,25424.88,0.513
2005-01-14T09:48:51:675,2305.125,22.155,25424.88,0.513
2005-01-14T09:48:51:800,2305.25,22.155,25424.88,0.513
2005-01-14T09:48:51:925,2305.375,22.155,25424.88,0.513
2005-01-14T09:48:52:050,2305.5,22.155,25863.24,0.513
2005-01-14T09:48:52:175,2305.625,22.155,25863.24,0.513
2005-01-14T09:48:52:300,2305.75,22.155,25863.24,0.513
2005-01-14T09:48:52:425,2305.875,22.155,25863.24,0.513
2005-01-14T09:48:52:550,2306,22.155,25863.24,0.513
2005-01-14T09:48:52:675,2306.125,22.155,25863.24,0.513
2005-01-14T09:48:52:800,2306.25,22.155,25424.88,0.513
2005-01-14T09:48:52:925,2306.375,22.155,25424.88,0.513
